SNo_x,District,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,Year,SNo_y,financial_metric_1,financial_metric_2,financial_metric_3,financial_metric_4,financial_metric_5,financial_metric_6,financial_metric_7,financial_metric_8,financial_metric_9,financial_metric_10,financial_metric_11,financial_metric_12,financial_metric_13,financial_metric_14,financial_metric_15,financial_metric_16,financial_metric_17,financial_metric_18,financial_metric_19,financial_metric_20,financial_metric_21,financial_metric_22,financial_metric_23,financial_metric_24,financial_metric_25,financial_metric_26,financial_metric_27,financial_metric_28
60.0,RAE BARELI,24364,200681,18045,410081,8444,298518,8117,366614,6218,344769,6668,436979,5168,391071,16601,1521314,4639,463900,0,0,0,0,0,0,0,0,0,0,98264,4433927,2020,19,,9.96,0.0,0.0,0.0,11286.36,0.0,0.0,0,0.0,0.0,11296.32,0.0,8004.14,248.64,2391.41,30.21,576.79,10.01,586.8,11261.21,99.69,35.11,1.08,1.25,1.62,0.0,3.95
61.0,RAMPUR,11660,98210,11402,261542,4024,143268,5086,229971,4340,243439,2838,186528,3667,275846,10226,932291,707,70700,0,0,0,0,0,0,0,0,0,0,53950,2441795,2020,69,,16.59,0.0,0.0,0.0,6640.28,0.0,0.0,0,0.0,0.0,6656.87,0.0,4496.05,247.1,1446.8,111.71,287.33,0.31,287.64,6589.3,98.98,67.58,1.66,5.33,11.19,0.63,18.81
62.0,SAHARANPUR,19121,146172,9658,212178,3289,115831,2600,117509,1713,95019,1488,97542,1131,85519,2698,246406,325,32500,0,0,0,0,0,0,0,0,0,0,42023,1148676,2020,70,,15.05,0.0,0.0,0.0,2657.38,0.0,0.0,0,0.0,0.0,2672.43,0.0,2165.7,74.57,283.31,3.24,125.87,0.54,126.41,2653.24,99.28,19.19,0.17,0.07,0.63,0.04,0.91
63.0,SAMBHAL,14017,124755,12492,282861,5660,201058,5319,241349,4386,244726,3533,232468,3203,241407,9323,854064,1486,148600,0,0,0,0,0,0,0,0,0,0,59419,2571288,2020,71,,23.1,0.0,0.0,0.0,5592.72,0.0,0.0,0,0.0,0.0,5615.82,0.0,4744.94,79.38,773.3,75.0,237.93,1.4,239.33,5911.95,105.27,-296.13,5.76,9.27,9.71,0.95,25.69
64.0,SANT KABEER NAGAR,14924,170918,20953,499674,9322,331472,9840,442193,9613,533115,7291,479275,7018,531621,19148,1731379,2051,205100,0,0,0,0,0,0,0,0,0,0,100160,4924747,2020,36,,47.18,0.0,0.0,0.0,11909.91,0.0,0.0,0,0.0,0.0,11957.09,0.0,9215.15,313.69,1719.71,180.76,459.18,4.22,463.4,11892.71,99.46,64.38,3.88,10.33,0.79,0.0,15.0
65.0,SANT RAVIDAS NAGAR,8271,77955,6193,143868,2725,95319,2710,122089,2032,113129,1951,127882,1558,118107,5373,491452,789,78900,0,0,0,0,0,0,0,0,0,0,31602,1368701,2020,72,,10.48,0.0,0.0,0.0,3217.3,25.19,0.0,0,0.0,0.0,3252.97,0.0,2501.8,85.68,433.5,32.39,149.71,0.0,149.71,3203.08,98.47,49.88,2.3,0.52,0.0,0.0,2.82
66.0,SHAHJAHANPUR,24217,202966,19309,438911,7045,250167,7133,322031,6456,363184,4490,293976,4302,324614,12241,1112969,1450,145000,0,0,0,0,0,0,0,0,0,0,86643,3453818,2020,73,,23.66,0.0,0.0,0.0,8472.5,0.0,0.0,0,0.0,0.0,8496.15,0.0,6326.11,186.29,1494.87,55.45,402.2,0.51,402.71,8465.44,99.64,30.72,3.28,1.26,3.88,0.1,8.52
67.0,SHAMLI,2586,24701,2222,52981,693,24411,1047,46084,695,38617,423,28314,334,25122,673,60221,123,12300,0,0,0,0,0,0,0,0,0,0,8796,312751,2020,74,,3.23,0.0,0.0,0.0,827.46,0.0,0.0,0,0.0,0.0,830.7,0.0,623.35,11.03,178.71,1.6,24.22,1.25,25.47,840.15,101.14,-9.46,0.07,0.99,4.72,0.03,5.81
68.0,SHRAVASTI,7599,71417,7431,171812,3512,124613,3502,159695,3285,185519,2195,143946,2546,190900,10037,927425,1932,193200,0,0,0,0,0,0,0,0,0,0,42039,2168527,2020,37,,20.51,0.0,0.0,0.0,5210.92,0.0,0.0,0,0.0,0.0,5231.43,0.0,4069.7,69.61,828.13,15.43,220.43,3.31,223.75,5206.61,99.53,24.82,0.86,2.78,1.52,0.05,5.21
69.0,SIDDHARTH NAGAR,30005,347342,34242,838813,15011,533585,21477,960284,16035,888613,16730,1105137,10583,802064,28313,2552593,3208,320800,0,0,0,0,0,0,0,0,0,0,175604,8349231,2020,38,,73.5,0.0,0.0,0.0,21563.02,0.0,0.0,0,0.0,0.0,21636.52,0.0,15559.1,200.25,4772.57,143.26,850.78,0.0,850.78,21525.96,99.49,110.56,4.53,9.09,28.95,0.06,42.63
70.0,SITAPUR,38087,344911,37309,871138,15028,536368,17785,803713,15301,856423,12412,818123,12548,945435,42106,3816262,3385,338500,0,0,0,0,0,0,0,0,0,0,193961,9330873,2020,20,,36.79,0.0,0.0,0.0,23520.48,0.0,0.0,0,0.0,0.0,23557.27,0.0,17340.34,367.19,4501.94,193.37,1098.69,5.88,1104.57,23507.42,99.79,49.85,6.19,6.81,41.68,2.4,57.08
71.0,SONBHADRA,21089,195666,22321,509468,9053,322924,8320,376743,6710,373214,5206,342272,5186,391291,13896,1262301,2051,205100,2,203,0,0,0,0,0,0,0,0,93834,3979182,2020,21,,-4.15,0.0,0.0,0.0,10151.65,0.0,0.0,0,0.0,0.0,10147.49,0.0,7334.63,261.85,2003.11,218.4,370.34,2.07,372.4,10190.39,100.42,-42.9,0.66,1.33,0.04,0.01,2.04
72.0,SULTANPUR,13128,142768,16017,376756,5184,182814,7433,331272,6850,384177,5932,392709,6032,456845,18118,1630925,2079,207900,0,0,0,0,0,0,0,0,0,0,80773,4106166,2020,39,,-0.4,0.0,0.0,0.0,10197.29,0.0,0.0,0,0.0,0.0,10196.89,0.0,7618.88,179.88,1868.03,15.72,483.3,5.49,488.79,10171.3,99.75,25.59,3.27,1.89,0.99,0.0,6.15
73.0,UNNAO,21422,163394,13700,314839,6905,243430,7122,321881,5281,293398,5790,379715,4426,334778,17546,1604853,4072,407200,0,0,0,0,0,0,0,0,0,0,86264,4063488,2020,22,,38.84,0.0,0.0,0.0,9590.83,0.0,0.0,0,0.0,0.0,9629.67,0.0,7502.14,192.43,1385.05,8.48,486.3,0.05,486.35,9574.44,99.43,55.23,2.17,1.96,0.62,0.04,4.79
74.0,VARANASI,11591,98777,7971,178205,3323,116994,3160,143053,2321,128927,1986,129843,1644,124644,3854,349263,374,37400,0,0,0,0,0,0,0,0,0,0,36224,1307106,2020,75,,45.1,0.0,0.0,0.0,3157.67,3.55,0.0,0,0.0,0.0,3206.32,0.0,2427.59,121.0,432.14,15.73,152.51,0.65,153.16,3149.62,98.23,56.7,1.89,0.4,0.35,0.0,2.64
1.0,AGRA,25429,225732,22055,497593,9704,344011,7910,363180,6265,352905,4347,284850,4852,361919,8990,812884,7197,719700,0,0,0,0,0,0,0,0,0,0,96749,3962774,2021,40,,-16.18,0.0,0.0,0.0,13439.0,0.0,0.0,0,0.0,0.0,13422.82,0.0,7907.54,255.15,4432.15,488.89,329.71,13.9,343.61,13427.33,100.03,-4.51,6.27,1.59,2.37,0.08,10.31
2.0,ALIGARH,38543,326363,29574,658546,11312,397969,9557,431204,6404,354453,5705,373491,4116,311380,7410,663859,6716,671600,1,102,0,0,0,0,0,0,0,0,119338,4188967,2021,41,,-11.79,0.0,0.0,0.0,13883.03,0.0,0.0,0,0.0,0.0,13871.23,0.0,8557.52,319.31,4543.2,248.48,197.28,0.4,197.68,13866.19,99.96,5.05,9.65,3.94,8.19,0.76,22.54
3.0,AMBEDKAR NAGAR,56449,416982,33886,767563,11026,389278,11156,500192,8318,462849,6706,439785,5271,398010,10224,916559,5708,570800,0,0,0,0,0,0,0,0,0,0,148744,4862018,2021,23,,-23.55,0.0,0.0,0.0,17954.59,0.0,0.0,0,0.0,0.0,17931.05,0.0,9511.16,346.88,7459.81,123.75,499.29,0.79,500.08,17941.69,100.06,-10.64,61.44,4.73,26.86,0.2,93.23
4.0,AMETHI,24051,245498,28406,675840,9050,322232,12178,542408,10030,562737,7501,495256,6210,468681,17519,1592911,12081,1208100,1,101,0,0,0,0,0,0,0,0,127027,6113764,2021,42,,-22.99,0.0,0.0,0.0,19955.04,0.0,0.0,0,0.0,0.0,19932.05,0.0,12307.57,414.47,6634.73,172.64,421.0,0.0,421.0,19950.4,100.09,-18.35,5.84,1.81,66.21,0.11,73.97
5.0,AMROHA,29716,225547,20473,449202,7542,266619,5784,262148,4903,272339,4013,262338,3541,267512,6517,590867,7699,769900,0,0,0,0,0,0,0,0,0,0,90188,3366472,2021,43,,24.79,0.0,0.0,0.0,9568.73,0.0,0.0,0,0.0,0.0,9593.52,0.0,6715.52,199.2,2325.21,31.33,276.04,0.5,276.54,9547.8,99.52,45.72,19.26,0.66,4.3,0.05,24.27
6.0,AURAIYA,23793,220204,17460,398028,6360,224364,5617,252588,3960,218875,3557,233413,2589,195752,5406,489794,3520,352000,0,0,0,0,0,0,0,0,0,0,72262,2585018,2021,44,,-9.87,0.0,0.0,0.0,7076.05,0.0,0.0,0,0.0,0.0,7066.18,0.0,5153.5,111.07,1389.29,156.19,261.28,0.0,261.28,7071.33,100.07,-5.15,6.25,1.19,2.19,0.02,9.65
7.0,AYODHYA,33537,308972,32020,732841,13554,480150,12472,559442,10107,559844,8628,566426,6462,488049,15983,1457461,10862,1086200,0,0,0,0,0,0,0,0,0,0,143625,6239385,2021,45,,144.1,0.0,0.0,0.0,19598.08,0.0,0.0,0,0.0,0.0,19742.18,0.0,12428.27,502.03,6028.39,34.07,595.23,0.0,595.23,19587.98,99.22,154.2,19.91,2.33,16.67,0.07,38.98
8.0,AZAMGARH,78641,789776,68151,1598592,26371,935784,24066,1080392,16683,922427,14751,968457,10706,809251,22173,1998891,12720,1272000,0,0,0,0,0,0,0,0,0,0,274262,10375570,2021,1,,-154.66,0.0,0.0,0.0,36749.98,0.0,0.0,0,0.0,0.0,36595.33,0.0,20559.27,946.15,13410.55,1006.72,813.68,0.5,814.18,36736.87,100.39,-141.55,60.01,14.56,207.04,3.42,285.03
9.0,BAGHPAT,977,8345,1080,24359,424,15072,302,13809,231,12804,203,13217,166,12543,293,26706,198,19800,0,0,0,0,0,0,0,0,0,0,3874,146655,2021,46,,-0.88,0.0,0.0,0.0,334.12,1.01,0.0,0,0.0,0.0,334.25,0.0,291.22,5.45,23.3,1.43,8.63,0.03,8.66,330.06,98.75,4.19,0.94,0.0,1.42,0.23,2.59
10.0,BAHRAICH,43904,441738,51891,1278349,15060,537456,18693,838373,16671,936133,11164,735016,9507,714878,19274,1741074,24936,2493600,1,103,0,0,0,0,0,0,0,0,211101,9716720,2021,24,,124.67,0.0,0.0,0.0,36698.97,0.0,0.0,0,0.0,0.0,36823.64,0.0,19516.51,1070.6,15249.84,26.18,789.06,0.0,789.06,36652.18,99.53,171.46,19.44,5.53,3.23,0.0,28.2
11.0,BALLIA,38895,404949,39614,940094,13304,474814,12941,578694,9769,541284,7547,496186,5348,403752,10772,970188,5846,584600,0,0,0,0,0,0,0,0,0,0,144036,5394561,2021,25,,-30.67,0.0,0.0,0.0,15306.5,0.0,0.0,0,0.0,0.0,15275.83,0.0,10931.1,191.25,3504.25,100.35,568.35,0.0,568.35,15295.3,100.13,-19.47,8.17,2.27,7.03,0.0,17.47
12.0,BALRAMPUR,23745,256031,21904,526256,10307,374550,9633,432177,9295,511141,8103,534007,6989,530275,22498,2066008,10511,1051100,0,0,0,0,0,0,0,0,0,0,122985,6281545,2021,26,,103.11,0.0,0.0,0.0,17982.68,0.0,0.0,0,0.0,0.0,18085.79,0.0,12572.5,333.79,4509.93,174.78,431.72,1.42,433.14,18024.13,99.66,61.66,21.15,1.0,82.58,1.24,105.97
13.0,BANDA,30944,284835,28177,656349,10351,368458,10387,471780,8518,476643,5714,377057,5885,440388,12330,1126053,9723,972300,0,0,0,0,0,0,0,0,0,0,122029,5173863,2021,2,,-20.79,0.0,0.0,0.0,19161.26,0.0,0.0,0,0.0,0.0,19140.47,0.0,10414.92,469.11,7313.32,577.1,373.8,6.5,380.3,19154.75,100.07,-14.27,6.3,0.15,0.02,0.01,6.48
14.0,BARABANKI,34965,360048,35394,865415,12884,464580,13480,602557,12038,665620,10002,660981,7849,592337,18693,1697978,21547,2154700,0,0,0,0,0,0,0,0,0,0,166852,8064216,2021,3,,-5.05,0.0,0.0,0.0,28080.08,0.0,0.0,0,0.0,0.0,28075.03,0.0,16083.99,982.77,10294.95,51.54,645.05,0.0,645.05,28058.3,99.94,16.73,12.37,3.03,6.71,0.01,22.12
15.0,BAREILLY,79069,575834,39545,859626,12558,442862,8905,402092,6723,372473,5392,352995,4380,331007,8238,744592,7007,700700,0,0,0,0,0,0,0,0,0,0,171817,4782181,2021,47,,6.12,0.0,0.0,0.0,16091.26,0.0,0.0,0,0.0,0.0,16097.38,0.0,9529.93,631.22,4818.75,437.92,661.34,0.0,661.34,16079.16,99.89,18.22,11.62,3.92,5.76,0.38,21.68
16.0,BASTI,48688,566380,54312,1328175,18897,683667,23090,1021531,20879,1154892,17530,1164142,11842,897777,32405,2924851,18965,1896500,0,0,0,0,0,0,0,0,0,0,246608,11637915,2021,27,,93.9,0.0,0.0,0.0,40156.49,0.0,0.0,0,0.0,0.0,40250.39,0.0,23626.57,937.41,14987.71,26.25,556.6,0.29,556.89,40134.84,99.71,115.55,66.72,3.49,29.62,0.07,99.9
17.0,BIJNOR,73308,547148,43026,928514,13297,467636,9253,418020,6478,358086,4902,320233,3175,239350,6232,564463,7832,783200,0,0,0,0,0,0,0,0,0,0,167503,4626650,2021,48,,-34.81,0.0,0.0,0.0,15655.1,0.0,0.0,0,0.0,0.0,15620.29,0.0,9253.14,600.6,4881.33,431.51,461.81,8.9,470.71,15637.29,100.11,-16.99,19.69,1.93,8.0,0.5,30.12
18.0,BUDAUN,42209,361500,26564,603129,10297,365817,9331,419460,7507,416128,6352,417774,5219,393438,12393,1117559,9354,935400,0,0,0,0,0,0,0,0,0,0,129226,5030205,2021,28,,7.22,0.0,0.0,0.0,13424.75,0.0,0.0,0,0.0,0.0,13431.98,0.0,10006.44,181.78,2400.21,231.39,597.48,0.0,597.48,13417.3,99.89,14.68,32.24,3.52,28.25,2.17,66.18
19.0,BULANDSHAHR,23733,172377,12622,271718,3405,119907,2301,103675,1677,93220,1116,72884,906,68351,1349,121559,745,74500,0,0,0,0,0,0,0,0,0,0,47854,1098191,2021,49,,-3.08,0.0,0.0,0.0,2761.9,0.0,0.0,0,0.0,0.0,2758.82,0.0,2192.56,55.95,444.58,36.72,19.88,0.21,20.09,2749.91,99.68,8.91,12.36,0.1,0.62,0.01,13.09
20.0,CHANDAULI,28813,281056,26632,626872,10175,360116,11011,492169,8250,457604,7582,501474,4999,378339,14020,1268659,12930,1293000,0,0,0,0,0,0,0,0,0,0,124412,5659289,2021,4,,26.59,0.0,0.0,0.0,20565.53,0.0,0.0,0,0.0,0.0,20592.12,0.0,11237.82,565.42,8241.52,129.2,384.79,0.0,384.79,20558.74,99.84,33.39,10.73,6.07,22.96,0.0,39.76
21.0,CHITRAKOOT,21084,197517,18856,437524,8157,288560,8244,371089,6354,352747,6417,422535,4509,340691,9724,875135,14459,1445900,1,105,0,0,0,0,0,0,0,0,97805,4731803,2021,5,,37.42,0.0,0.0,0.0,16224.2,0.0,0.0,0,0.0,0.0,16261.62,0.0,9552.97,238.41,5519.82,639.94,252.09,0.69,252.78,16203.92,99.65,57.7,6.23,0.0,1.26,0.0,7.49
22.0,DEORIA,30384,292372,30293,737180,9825,353774,12664,560600,9870,545457,7423,491812,5059,382566,9758,873350,7391,739100,0,0,0,0,0,0,0,0,0,0,122667,4976211,2021,50,,145.13,0.0,0.0,0.0,14784.83,0.0,0.0,0,0.0,0.0,14929.96,0.0,9923.07,269.72,3941.48,35.3,612.65,0.0,612.65,14782.22,99.01,147.74,32.23,2.2,6.48,0.33,41.24
23.0,ETAH,14923,149904,15579,378807,5683,200162,6690,300492,4901,272960,4947,327672,2998,227663,9634,879680,8441,844100,0,0,0,0,0,0,0,0,0,0,73796,3581440,2021,29,,-7.66,0.0,0.0,0.0,12489.78,0.0,0.0,0,0.0,0.0,12482.12,0.0,7145.26,369.45,4533.64,191.07,237.95,0.21,238.16,12477.59,99.96,4.53,28.11,4.51,6.12,0.0,38.74
24.0,ETAWAH,21903,201266,23068,522611,10254,363711,8530,387253,7128,398472,5174,339105,5028,377705,11226,1018246,9954,995400,0,0,0,0,0,0,0,0,0,0,102265,4603769,2021,51,,-1.82,0.0,0.0,0.0,13517.44,0.0,0.0,0,0.0,0.0,13515.63,0.0,9071.04,303.18,3874.42,58.03,210.05,0.0,210.05,13516.72,100.01,-1.1,35.26,1.94,4.48,0.02,41.7
25.0,FARRUKHABAD,20248,176213,17145,388732,7166,253796,5833,263555,4507,249450,3943,257995,3500,264738,9083,823306,5792,579200,0,0,0,0,0,0,0,0,0,0,77217,3256985,2021,30,,5.38,0.0,0.0,0.0,10786.67,0.0,0.0,0,0.0,0.0,10792.05,0.0,6504.65,257.63,3428.84,327.71,260.12,2.69,262.81,10781.63,99.9,10.42,7.59,0.0,1.19,0.15,8.93
26.0,FATEHPUR,31256,327646,37227,879551,9698,348418,12762,564468,11116,621933,7697,510188,6770,510046,15275,1380118,12593,1259300,0,0,0,0,0,0,0,0,0,0,144394,6401668,2021,6,,14.15,0.0,0.0,0.0,21833.31,0.0,0.0,0,0.0,0.0,21847.46,0.0,12771.7,419.68,7929.87,92.55,591.35,0.0,591.35,21805.15,99.81,42.31,19.69,1.66,8.8,0.04,30.19
27.0,FIROZABAD,19483,175932,18733,432296,6966,247367,6944,314307,5280,295196,4294,280599,4018,301931,6269,564263,7696,769600,0,0,0,0,0,0,0,0,0,0,79683,3381491,2021,52,,-15.38,0.0,0.0,0.0,9368.31,0.0,0.0,0,0.0,0.0,9352.93,0.0,6752.3,100.61,2295.62,20.63,184.58,4.2,188.78,9357.94,100.05,-5.01,14.83,1.25,7.9,0.55,24.53
28.0,GAUTAM BUDDHA NAGAR,194,1458,253,5863,85,2965,61,2718,36,1993,29,1888,12,901,9,852,16,1600,0,0,0,0,0,0,0,0,0,0,695,20238,2021,53,,-0.26,0.0,0.0,0.0,43.07,0.0,0.0,0,0.0,0.0,42.81,0.0,41.09,0.0,1.52,0.06,0.33,0.0,0.33,43.0,100.46,-0.2,0.17,0.0,0.0,0.0,0.17
29.0,GHAZIPUR,57845,564042,63464,1464797,18955,672738,19548,880948,15104,842516,9815,645908,8517,639981,17975,1634055,9400,940000,0,0,0,0,0,0,0,0,0,0,220623,8284985,2021,55,,108.64,0.0,0.0,0.0,25195.98,0.0,0.0,0,0.0,0.0,25304.62,0.0,16565.18,410.85,7158.57,403.85,634.66,1.5,636.17,25174.62,99.49,130.0,31.05,1.18,25.86,1.52,59.61
30.0,GONDA,36196,428742,34275,859622,12434,451498,15157,668226,12398,686161,10493,697642,6594,499056,14712,1322101,17834,1783400,1,122,0,0,0,0,0,0,0,0,160094,7396570,2021,31,,165.4,0.0,0.0,0.0,25142.53,0.0,0.0,0,0.0,0.0,25307.93,0.0,14784.86,373.68,8408.88,865.26,703.77,0.0,703.77,25136.44,99.32,171.49,15.11,5.98,13.2,1.04,35.33
31.0,GORAKHPUR,53785,478149,41047,949300,15942,565249,13973,630095,9950,551666,8434,552635,6661,502930,10936,978572,8091,809100,0,0,0,0,0,0,0,0,0,0,168819,6017696,2021,7,,-80.57,0.0,0.0,0.0,18566.54,0.0,0.0,0,0.0,0.0,18485.97,0.0,11869.35,413.68,5462.96,164.69,639.59,0.0,639.59,18550.28,100.35,-64.31,136.15,2.83,8.64,0.1,147.72
32.0,HAMIRPUR,17818,167297,18503,443850,7406,264900,8300,373884,7893,438670,6175,407919,5078,383660,14393,1305737,13293,1329300,1,101,0,0,0,0,0,0,0,0,98860,5115318,2021,8,,-28.06,0.0,0.0,0.0,17314.93,0.0,0.0,0,0.0,0.0,17286.87,0.0,10302.41,320.81,5893.69,488.7,255.26,0.51,255.77,17261.38,99.85,25.49,4.6,2.02,1.1,0.0,7.72
33.0,HAPUR,2322,20014,1982,45142,778,27988,605,27350,503,27564,391,25545,290,21971,383,34701,348,34800,0,0,0,0,0,0,0,0,0,0,7602,265075,2021,56,,-0.75,0.0,0.0,0.0,596.08,0.0,0.0,0,0.0,0.0,595.33,0.0,531.11,5.25,53.09,3.56,2.2,0.0,2.2,595.2,99.98,0.13,0.15,0.02,0.0,0.0,0.17
34.0,HARDOI,49555,526311,46660,1141113,15616,556650,21678,957474,17771,983137,16254,1082515,8848,671336,30721,2794283,28081,2808100,0,0,0,0,0,0,0,0,0,0,235184,11520919,2021,9,,-123.71,0.0,0.0,0.0,32843.63,0.0,0.0,0,0.0,0.0,32719.92,0.0,23042.61,616.0,8061.64,487.4,629.15,0.0,629.15,32836.8,100.36,-116.88,16.56,8.06,28.27,2.15,55.04
35.0,HATHRAS,18827,148095,14123,311029,5504,193680,3769,169957,2780,153726,2117,138247,1666,125581,2565,229201,3434,343400,0,0,0,0,0,0,0,0,0,0,54785,1812916,2021,57,,-19.25,0.0,0.0,0.0,4520.36,0.0,0.0,0,0.0,0.0,4501.1,0.0,3608.88,32.82,636.03,53.44,186.96,0.0,186.96,4518.13,100.38,-17.03,5.4,0.0,2.14,0.16,7.7
36.0,JALAUN,23638,240958,23226,561017,9619,341452,12618,563279,10259,569656,10510,697974,6681,506455,23834,2170518,18683,1868300,0,0,0,0,0,0,0,0,0,0,139068,7519609,2021,10,,-4.07,0.0,0.0,0.0,26511.95,0.0,0.0,0,0.0,0.0,26507.89,0.0,14978.6,512.28,9608.78,965.32,429.26,0.0,429.26,26494.24,99.95,13.65,12.85,1.43,0.88,0.03,15.19
37.0,JAUNPUR,38166,415658,57338,1348870,15789,565998,21109,942490,18330,1034285,11681,771639,13995,1048519,31924,2878401,20745,2074500,0,0,0,0,0,0,0,0,0,0,229077,11080360,2021,11,,-113.98,0.0,0.0,0.0,36574.08,0.0,0.0,0,0.0,0.0,36460.11,0.0,22134.4,554.96,11677.64,1360.69,840.78,1.97,842.75,36570.43,100.3,-110.33,68.61,3.74,216.47,23.37,312.19
38.0,JHANSI,14922,144439,16856,402983,6868,246418,7161,325465,6675,371942,5765,380734,5769,435245,14656,1333196,16397,1639700,0,0,0,0,0,0,0,0,0,0,95069,5280122,2021,32,,63.23,0.0,0.0,0.0,18503.2,0.0,0.0,0,0.0,0.0,18566.43,0.0,10440.16,509.44,6776.49,413.07,349.45,0.0,349.45,18488.6,99.58,77.82,41.77,0.51,8.84,0.19,51.31
39.0,KANNAUJ,26995,207149,19868,455422,6836,241963,5858,262870,4858,269051,3887,255599,3057,230630,6558,589589,6423,642300,0,0,0,0,0,0,0,0,0,0,84340,3154573,2021,58,,11.82,0.0,0.0,0.0,8401.96,0.0,0.0,0,0.0,0.0,8413.79,0.0,6301.83,91.7,1616.67,107.97,267.21,0.0,267.21,8385.37,99.66,28.42,7.28,2.14,8.02,0.12,17.56
40.0,KANPUR DEHAT,25585,223589,22826,517619,9546,336887,8061,364164,5643,312678,5207,341249,3950,298183,11295,1037927,6286,628600,0,0,0,0,0,0,0,0,0,0,98399,4060896,2021,33,,-0.15,0.0,0.0,0.0,11499.04,0.0,0.0,0,0.0,0.0,11498.89,0.0,8173.81,219.46,2579.43,216.27,298.08,0.0,298.08,11487.05,99.9,11.84,6.08,1.24,27.22,1.53,36.07
41.0,KANPUR NAGAR,18202,153436,14390,328097,5584,196752,4439,201107,3310,182634,2575,168375,1766,133175,3430,311323,5431,543100,0,0,0,0,0,0,0,0,0,0,59127,2217999,2021,59,,-6.45,0.0,0.0,0.0,6176.08,0.0,0.0,0,0.0,0.0,6169.63,0.0,4376.73,90.54,1434.12,64.23,200.48,0.91,201.4,6167.0,99.96,2.63,3.22,0.03,3.7,0.41,7.36
42.0,KASHGANJ,16430,136541,15675,346506,6657,235508,5712,258144,4531,250645,4005,262474,3270,246653,6663,607087,8908,890800,0,0,0,0,0,0,0,0,0,0,71851,3234358,2021,60,,58.99,0.0,0.0,0.0,12425.41,0.0,0.0,0,0.0,0.0,12484.39,0.0,6489.28,292.74,5246.13,140.33,253.4,2.19,255.6,12424.07,99.52,60.32,0.98,0.3,0.78,0.0,2.06
43.0,KAUSHAMBI,24187,217009,21237,480551,8096,286692,6585,298778,5170,288685,3968,260284,3643,274088,5642,506388,6732,673200,0,0,0,0,0,0,0,0,0,0,85260,3285675,2021,12,,2.93,0.0,0.0,0.0,11384.13,0.0,0.0,0,0.0,0.0,11387.06,0.0,6600.77,251.63,4170.26,134.96,224.41,1.08,225.49,11383.11,99.97,3.95,56.79,8.08,5.77,0.0,70.64
44.0,KHERI,74818,638306,59847,1398800,22871,810261,21262,956204,17204,953533,14314,940213,10688,807495,23520,2136799,19821,1982100,0,0,0,0,0,0,0,0,0,0,264345,10623711,2021,13,,2.91,0.0,0.0,0.0,32813.88,0.0,0.0,0,0.0,0.0,32816.79,0.0,21245.97,543.06,9353.81,1033.52,624.54,0.0,624.54,32800.9,99.95,15.88,27.58,0.97,13.58,0.79,42.92
45.0,KUSHI NAGAR,42695,414200,35854,837061,15774,558643,14301,642925,11274,624541,10224,669067,6744,510027,15195,1376270,11615,1161500,0,0,0,0,0,0,0,0,0,0,163676,6794234,2021,14,,42.12,0.0,0.0,0.0,22374.19,0.0,0.0,0,0.0,0.0,22416.31,0.0,13762.21,676.78,7271.21,49.3,593.52,3.76,597.28,22356.78,99.73,59.53,16.48,-2.09,4.73,0.0,19.12
46.0,LALITPUR,22680,214877,21408,501688,9916,354132,9009,409948,7506,416288,6195,406351,4974,374934,6875,609020,16775,1677500,1,107,0,0,0,0,0,0,0,0,105339,4964845,2021,15,,-18.72,0.0,0.0,0.0,13907.85,0.0,0.0,0,0.0,0.0,13889.12,0.0,9963.29,257.54,3109.79,278.07,280.53,0.0,280.53,13889.21,100.0,-0.09,9.02,0.63,4.99,0.33,14.97
47.0,LUCKNOW,16194,135475,15300,349915,5946,210194,4688,212067,3631,201206,3090,201840,2500,188515,5030,458584,6179,617900,0,0,0,0,0,0,0,0,0,0,62558,2575696,2021,61,,-14.61,0.0,0.0,0.0,9198.72,0.0,0.0,0,0.0,0.0,9184.11,0.0,5276.24,196.48,3163.94,238.83,292.07,0.0,292.07,9167.55,99.82,16.56,5.51,0.36,3.16,0.14,9.17
48.0,MAHARAJGANJ,62085,561125,50122,1134605,18221,644716,17958,802516,14868,825555,12716,840516,10188,770438,29769,2709211,17660,1766000,1,104,0,0,0,0,0,0,0,0,233588,10054786,2021,34,,37.3,0.0,0.0,0.0,35117.94,0.0,0.0,0,0.0,0.0,35155.24,0.0,21066.39,774.63,12509.47,143.43,577.22,1.5,578.72,35072.64,99.77,82.6,22.14,7.18,80.47,0.0,109.79
49.0,MAHOBA,12658,116247,10958,255376,4389,155373,4223,190073,3124,173303,2885,190028,1946,146965,4201,383218,4815,481500,0,0,0,0,0,0,0,0,0,0,49199,2092083,2021,16,,-35.75,0.0,0.0,0.0,5977.58,0.0,0.0,0,0.0,0.0,5941.83,0.0,4192.52,168.81,1301.0,157.72,147.21,0.0,147.21,5967.26,100.43,-25.44,14.36,0.16,0.04,0.01,14.57
