SNo_x,District,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,Year,SNo_y,financial_metric_1,financial_metric_2,financial_metric_3,financial_metric_4,financial_metric_5,financial_metric_6,financial_metric_7,financial_metric_8,financial_metric_9,financial_metric_10,financial_metric_11,financial_metric_12,financial_metric_13,financial_metric_14,financial_metric_15,financial_metric_16,financial_metric_17,financial_metric_18,financial_metric_19,financial_metric_20,financial_metric_21,financial_metric_22,financial_metric_23,financial_metric_24,financial_metric_25,financial_metric_26,financial_metric_27,financial_metric_28
50.0,MAINPURI,22211,211223,18643,432274,7411,264780,7330,328355,6178,342772,5285,348520,4423,333486,14231,1305033,9838,983800,0,0,0,0,0,0,0,0,0,0,95550,4550243,2021,62,,3.45,0.0,0.0,0.0,12987.52,0.0,0.0,0,0.0,0.0,12990.97,0.0,8975.87,266.95,3050.58,361.63,326.43,3.63,330.06,12985.08,99.95,5.88,24.54,1.81,0.29,0.0,26.64
51.0,MATHURA,20400,192547,17686,408620,6859,244511,6890,309439,5563,309507,4605,304446,3720,280520,10554,958427,5302,530200,0,0,0,0,0,0,0,0,0,0,81579,3538217,2021,63,,-22.62,0.0,0.0,0.0,11786.57,0.0,0.0,0,0.0,0.0,11763.95,0.0,6931.01,124.83,4014.14,494.34,202.2,0.0,202.2,11766.52,100.02,-2.56,32.05,0.52,11.5,1.1,45.17
52.0,MAU,42556,473767,35702,864040,12104,430487,14868,652904,11245,620456,9529,634956,5090,386228,12643,1129518,9528,952800,0,0,0,0,0,0,0,0,0,0,153265,6145156,2021,35,,-19.2,0.0,0.0,0.0,18616.39,0.0,0.0,0,0.0,0.0,18597.18,0.0,12270.72,184.26,5185.71,547.57,407.84,1.12,408.97,18597.22,100.0,-0.04,18.22,6.17,16.6,1.34,42.33
53.0,MEERUT,5670,55512,4242,102675,1568,55933,2131,93112,1863,102899,1761,118220,874,66656,5541,508974,5247,524700,0,0,0,0,0,0,0,0,0,0,28897,1628681,2021,64,,-11.36,0.0,0.0,0.0,4069.68,0.0,0.0,0,0.0,0.0,4058.31,0.0,3250.09,36.16,710.88,59.64,9.89,0.0,9.89,4066.66,100.21,-8.35,1.92,0.0,2.69,0.37,4.98
54.0,MIRZAPUR,39950,371884,37140,853983,15676,555288,14506,654016,11595,642702,10038,658569,8166,617763,14591,1313565,18653,1865300,0,0,0,0,0,0,0,0,0,0,170315,7533070,2021,17,,-25.83,0.0,0.0,0.0,24746.93,0.0,0.0,0,0.0,0.0,24721.1,0.0,15134.16,648.99,7844.22,707.06,393.51,3.0,396.51,24730.95,100.04,-9.85,14.68,1.87,8.12,0.92,25.59
55.0,MORADABAD,29958,242222,19282,435283,6596,233037,6364,284965,5285,292985,4626,303873,3770,285200,9974,908973,7081,708100,0,0,0,0,0,0,0,0,0,0,92936,3694638,2021,65,,19.9,0.0,0.0,0.0,11006.01,0.0,0.0,0,0.0,0.0,11025.91,0.0,7351.59,226.08,2395.43,265.02,247.92,0.0,247.92,10486.05,95.1,539.86,30.26,0.47,2.06,0.23,33.02
56.0,MUZAFFARNAGAR,8538,72627,7528,173574,3079,108730,2855,128942,2033,112892,1979,130026,1490,112738,2921,264659,3922,392200,0,0,0,0,0,0,0,0,0,0,34345,1496388,2021,66,,-1.88,0.0,0.0,0.0,4007.8,0.0,0.0,0,0.0,0.0,4005.92,0.0,3005.59,57.36,802.19,71.95,52.31,5.39,57.7,3994.79,99.72,11.13,1.34,0.2,1.1,0.03,2.67
57.0,PILIBHIT,56391,428158,36141,795778,11746,414532,8670,391408,6377,353398,4857,317378,3159,238034,5292,476743,5437,543700,0,0,0,0,0,0,0,0,0,0,138070,3959129,2021,67,,70.57,0.0,0.0,0.0,11994.88,0.0,0.0,0,0.0,0.0,12065.45,0.0,7797.33,450.6,3144.73,209.62,365.5,0.0,365.5,11967.79,99.19,97.65,15.11,3.8,75.37,4.91,99.19
58.0,PRATAPGARH,40194,457405,53411,1305050,11423,410579,19636,862850,16727,934674,11497,769611,7665,577319,20192,1811618,22682,2268200,1,112,0,0,0,0,0,0,0,0,203428,9397418,2021,18,,-142.9,0.0,0.0,0.0,25572.02,0.0,0.0,0,0.0,0.0,25429.12,0.0,18741.96,185.21,5880.06,237.78,536.09,0.0,536.09,25581.09,100.6,-151.97,32.87,0.12,124.12,6.93,164.04
59.0,PRAYAGRAJ,61493,579554,57079,1314929,21606,765480,18783,846578,14156,784774,11228,736713,9358,705963,21546,1959525,12166,1216600,0,0,0,0,0,0,0,0,0,0,227415,8910116,2021,68,,-50.21,0.0,0.0,0.0,29969.33,0.0,0.0,0,0.0,0.0,29919.12,0.0,18050.93,367.25,9819.23,1071.62,641.5,0.0,641.5,29950.53,100.1,-31.41,17.01,3.83,78.16,8.92,107.92
60.0,RAE BARELI,53810,469543,45328,1032503,17603,621755,15635,703810,11447,633802,9958,654083,7554,570042,16582,1512167,11861,1186100,0,0,0,0,0,0,0,0,0,0,189778,7383805,2021,19,,-50.4,0.0,0.0,0.0,23863.88,0.0,0.0,0,0.0,0.0,23813.47,0.0,14699.44,563.31,7733.95,129.2,721.46,0.05,721.51,23847.4,100.14,-33.93,6.29,2.57,13.29,0.16,22.31
61.0,RAMPUR,35864,267749,23427,526088,7477,265125,6897,310752,5421,302212,3783,248270,3764,282229,8469,769304,3841,384100,0,0,0,0,0,0,0,0,0,0,98943,3355829,2021,69,,-15.93,0.0,0.0,0.0,12908.9,0.0,0.0,0,0.0,0.0,12892.97,0.0,6663.36,434.75,5045.74,415.38,341.24,0.0,341.24,12900.47,100.06,-7.5,11.31,1.69,5.47,0.66,19.13
62.0,SAHARANPUR,36262,268060,19992,436765,6341,223699,4744,214404,3788,209545,2947,192771,2529,191280,4717,425767,3806,380600,0,0,0,0,0,0,0,0,0,0,85126,2542891,2021,70,,6.56,0.0,0.0,0.0,6668.38,0.0,0.0,0,0.0,0.0,6674.93,0.0,5043.23,89.81,1286.71,9.61,236.08,0.0,236.08,6665.43,99.86,9.5,3.49,0.27,5.0,0.0,8.76
63.0,SAMBHAL,28200,216786,19302,431952,7362,260723,6014,272585,4732,262981,3697,242713,3489,262825,7738,701606,7627,762700,1,102,0,0,0,0,0,0,0,0,88162,3414973,2021,71,,2.36,0.0,0.0,0.0,8923.34,0.0,0.0,0,0.0,0.0,8925.71,0.0,6826.75,164.67,1917.41,164.69,314.52,0.0,314.52,9388.04,105.18,-462.33,17.78,4.96,71.88,6.45,101.07
64.0,SANT KABEER NAGAR,31567,353621,38944,932127,14297,511907,14891,664881,13974,772956,10578,695168,8454,639015,17501,1573515,9636,963600,0,0,0,0,0,0,0,0,0,0,159842,7106790,2021,36,,-51.3,0.0,0.0,0.0,26349.74,0.0,0.0,0,0.0,0.0,26298.44,0.0,14178.07,736.69,9982.15,1070.43,383.1,0.0,383.1,26350.43,100.2,-51.99,22.68,-1.17,44.44,4.1,70.05
65.0,SANT RAVIDAS NAGAR,22070,204336,17821,410512,6098,215304,5611,252655,3899,216525,3450,226821,2444,184665,5557,502237,3815,381500,0,0,0,0,0,0,0,0,0,0,70765,2594555,2021,72,,17.06,0.0,0.0,0.0,7172.37,141.54,0.0,0,0.0,0.0,7330.97,0.0,5183.46,115.01,1447.3,141.77,272.2,0.0,272.2,7159.74,97.66,171.24,7.33,0.58,2.19,0.18,10.28
66.0,SHAHJAHANPUR,60132,459151,35485,793809,12106,427878,9782,442366,7480,415381,5791,378841,5001,376844,10118,920710,7140,714000,0,0,0,0,0,0,0,0,0,0,153035,4928980,2021,73,,-0.12,0.0,0.0,0.0,16018.04,0.0,0.0,0,0.0,0.0,16017.92,0.0,9867.43,376.69,4925.0,207.17,629.83,2.8,632.63,16008.92,99.94,9.0,6.1,1.42,10.54,0.32,18.38
67.0,SHAMLI,3757,37589,3213,79033,853,30696,1047,46219,925,51362,766,50873,446,33743,976,87386,1380,138000,0,0,0,0,0,0,0,0,0,0,13363,554901,2021,74,,-24.88,0.0,0.0,0.0,1283.86,0.0,0.0,0,0.0,0.0,1258.99,0.0,1099.68,8.97,154.49,2.15,16.78,1.01,17.79,1283.07,101.91,-24.09,5.07,0.1,6.67,0.62,12.46
68.0,SHRAVASTI,17230,159435,16089,367248,6754,240273,5616,257278,4544,255851,3321,216909,3159,235918,4888,442146,8684,868400,0,0,0,0,0,0,0,0,0,0,70285,3043458,2021,37,,-11.48,0.0,0.0,0.0,9121.07,0.0,0.0,0,0.0,0.0,9109.59,0.0,6137.21,215.49,2500.01,69.98,164.12,0.28,164.4,9087.09,99.75,22.5,1.07,1.19,1.0,0.0,3.26
69.0,SIDDHARTH NAGAR,50253,540056,50214,1201523,23205,822373,26875,1204154,18020,999336,18555,1219361,12736,964046,30089,2704351,23834,2383400,0,0,0,0,0,0,0,0,0,0,253781,12038600,2021,38,,18.57,0.0,0.0,0.0,43555.1,0.0,0.0,0,0.0,0.0,43573.67,0.0,23793.04,889.28,17232.6,781.53,810.68,0.0,810.68,43507.13,99.85,66.54,26.07,4.72,76.35,0.53,107.67
70.0,SITAPUR,70252,632284,67460,1608026,24121,859889,25797,1163067,20601,1149892,16157,1062219,14455,1087800,29108,2633879,37900,3790000,11,1117,0,0,0,0,0,0,0,0,305862,13988173,2021,20,,-69.94,0.0,0.0,0.0,45521.29,0.0,0.0,0,0.0,0.0,45451.35,0.0,27890.51,1135.43,14681.57,724.78,1047.16,3.7,1050.86,45483.14,100.07,-31.79,58.9,8.86,96.77,2.42,166.95
71.0,SONBHADRA,42539,379539,41189,940384,16631,590738,14544,657708,11200,621598,9263,607096,7610,573244,13210,1184357,12759,1275900,1,127,0,0,0,0,0,0,0,0,168946,6830691,2021,21,,-86.81,0.0,0.0,0.0,21636.41,0.0,0.0,0,0.0,0.0,21549.6,0.0,13568.63,596.16,6467.83,676.56,307.27,1.18,308.45,21617.63,100.32,-68.03,6.19,0.07,2.93,0.29,9.48
72.0,SULTANPUR,29170,300927,42642,1007302,10589,374890,14120,627048,11429,639761,8229,544304,7746,583305,17173,1553876,14828,1482800,1,102,0,0,0,0,0,0,0,0,155927,7114315,2021,39,,-14.52,0.0,0.0,0.0,22606.64,0.0,0.0,0,0.0,0.0,22592.12,0.0,14256.76,441.59,7334.26,80.56,472.77,0.0,472.77,22585.95,99.97,6.17,15.64,3.29,11.66,0.02,30.61
73.0,UNNAO,34733,321349,34602,811695,13254,467856,12373,557854,8688,481344,8284,542839,6095,460595,14867,1353092,16910,1691000,1,101,0,0,0,0,0,0,0,0,149807,6687725,2021,22,,0.0,0.0,0.0,0.0,19680.9,0.0,0.0,0,0.0,0.0,19680.9,0.0,13400.15,228.8,5415.32,54.57,560.72,0.0,560.72,19659.56,99.89,21.34,19.49,0.07,2.96,0.0,22.52
74.0,VARANASI,29571,246218,21302,475584,8153,287673,6505,293914,4761,263854,3858,252600,3125,235450,6275,568400,3235,323500,0,0,0,0,0,0,0,0,0,0,86785,2947193,2021,75,,36.19,0.0,0.0,0.0,9564.5,0.0,0.0,0,0.0,0.0,9600.69,0.0,5931.51,202.14,2961.45,158.59,287.51,0.0,287.51,9541.2,99.38,59.49,2.37,0.02,2.37,0.03,4.79
1.0,AGRA,24872,217653,18940,426577,8204,291235,6755,311018,5346,302618,3944,257056,4040,300252,6530,589771,4626,462600,2,202,0,0,0,0,0,0,0,0,83259,3158982,2022,40,,-27.46,0.0,0.0,0.0,8512.27,0.0,0.0,0,0.0,0.0,8484.81,0.0,6401.13,353.65,1118.59,117.73,515.97,0.0,515.97,8507.07,100.26,-22.26,13.38,7.34,4.93,0.47,26.12
2.0,ALIGARH,43799,351083,30212,661308,10213,359176,8362,377710,5603,310924,4698,306833,3332,250861,4903,438233,3375,337500,0,0,0,0,0,0,0,0,0,0,114497,3393628,2022,41,,-26.13,0.0,0.0,0.0,8605.4,0.0,0.0,0,0.0,0.0,8579.27,0.0,6952.76,191.09,1160.97,64.87,218.44,0.0,218.44,8588.12,100.1,-8.85,8.0,4.75,7.81,0.0,20.56
3.0,AMBEDKAR NAGAR,37870,292996,27013,610463,8902,312609,9979,446631,8823,495493,6852,447800,5247,394336,9819,871853,5052,505200,0,0,0,0,0,0,0,0,0,0,119557,4377381,2022,23,,-45.23,0.0,0.0,0.0,11507.18,0.0,0.0,0,0.0,0.0,11461.96,0.0,8787.96,189.15,1856.47,25.56,599.49,5.08,604.57,11463.71,100.02,-1.76,95.07,6.15,15.81,0.78,117.81
4.0,AMETHI,20542,216396,21539,510412,7013,245197,11228,500528,8596,485239,7964,518267,5401,406519,15413,1386402,9729,972900,0,0,0,0,0,0,0,0,0,0,107425,5241860,2022,42,,-63.99,0.0,0.0,0.0,15960.55,0.0,0.0,0,0.0,0.0,15896.56,0.0,10595.82,290.67,4451.98,130.05,444.88,0.0,444.88,15913.39,100.11,-16.83,11.55,6.7,22.7,0.68,41.63
5.0,AMROHA,30372,221860,20715,445925,7858,276978,6559,296611,5043,280237,4552,295939,3527,266329,4542,406554,5093,509300,0,0,0,0,0,0,0,0,0,0,88261,2999733,2022,43,,-5.47,0.0,0.0,0.0,7888.45,0.0,0.0,0,0.0,0.0,7882.97,0.0,6138.48,203.12,1109.4,17.32,404.97,0.56,405.53,7873.85,99.88,9.12,29.96,4.81,2.83,0.44,38.04
6.0,AURAIYA,17430,166050,12494,289934,4761,168801,4608,205989,3582,198968,3135,205260,2024,152883,4220,379479,2269,226900,0,0,0,0,0,0,0,0,0,0,54523,1994264,2022,44,,-15.74,0.0,0.0,0.0,4676.98,0.0,0.0,0,0.0,0.0,4661.24,0.0,3927.31,87.37,367.5,34.31,251.33,0.0,251.33,4667.82,100.14,-6.57,7.04,4.23,5.19,0.23,16.69
7.0,AYODHYA,30826,259415,21346,489736,8809,312948,8907,399299,7230,400915,7476,487448,4853,366142,10128,912258,8698,869800,12,1230,0,0,0,0,0,0,0,0,108285,4499191,2022,45,,-71.01,0.0,0.0,0.0,12940.67,0.0,0.0,0,0.0,0.0,12869.66,0.0,9390.85,191.39,2656.54,9.83,653.58,0.8,654.38,12902.99,100.26,-33.33,14.0,8.16,57.86,0.03,80.05
8.0,AZAMGARH,61271,687171,48399,1216730,14693,530963,22202,972302,18765,1039698,15098,1000226,7390,559284,16405,1463072,6451,645100,5,511,0,0,0,0,0,0,0,0,210679,8115057,2022,1,,-223.49,0.0,0.0,0.0,21637.09,0.0,0.0,0,0.0,0.0,21413.59,0.0,16410.45,457.62,3405.95,282.24,1012.27,0.51,1012.78,21569.04,100.73,-155.45,21.91,24.07,17.36,0.54,63.88
9.0,BAGHPAT,1008,9058,823,18744,248,8764,178,8076,156,8718,130,8379,89,6754,81,7223,58,5800,0,0,0,0,0,0,0,0,0,0,2771,81516,2022,46,,-0.84,0.0,0.0,0.0,181.81,2.58,0.0,0,0.0,0.0,183.54,0.0,166.66,5.34,5.27,0.13,5.07,0.08,5.15,182.55,99.46,0.99,1.3,0.0,2.22,0.12,3.64
10.0,BAHRAICH,35666,362533,34051,819231,14656,518843,16669,749337,16173,913283,20049,1285366,11887,894188,23277,2087743,31784,3178400,31,3175,0,0,0,0,0,0,0,0,204243,10812099,2022,24,,92.47,0.0,0.0,0.0,28191.51,0.0,0.0,0,0.0,0.0,28283.98,0.0,21940.83,512.47,4734.58,16.39,956.01,15.04,971.05,28175.33,99.62,108.65,36.95,47.87,28.56,0.01,113.39
11.0,BALLIA,30695,321231,23251,550086,8085,285774,8958,397817,8623,480908,7273,471853,3910,293744,9017,806368,3402,340200,0,0,0,0,0,0,0,0,0,0,103214,3947981,2022,25,,-43.37,0.0,0.0,0.0,9658.98,0.0,0.0,0,0.0,0.0,9615.61,0.0,7994.83,133.84,811.14,14.83,685.62,0.0,685.62,9640.25,100.26,-24.65,21.23,7.05,4.93,0.0,33.21
12.0,BALRAMPUR,23227,250801,20213,488334,6792,243510,10344,456425,8990,500912,6542,432644,5055,378678,8117,719167,9110,911000,0,0,0,0,0,0,0,0,0,0,98390,4381471,2022,26,,-38.91,0.0,0.0,0.0,12550.59,0.0,0.0,0,0.0,0.0,12511.67,0.0,8889.74,146.94,2736.38,138.33,690.61,0.0,690.61,12601.99,100.72,-90.32,14.43,6.94,31.88,1.18,54.43
13.0,BANDA,20940,198159,18319,433613,7440,264035,8521,386456,8246,465572,6988,455074,5242,391296,11711,1048175,7384,738400,0,0,0,0,0,0,0,0,0,0,94791,4380780,2022,2,,-69.61,0.0,0.0,0.0,11409.13,0.0,0.0,0,0.0,0.0,11339.53,0.0,8956.59,243.8,1663.82,142.81,383.67,0.25,383.91,11390.93,100.45,-51.4,7.38,2.57,4.35,0.35,14.65
14.0,BARABANKI,32057,316365,27511,665104,11064,399997,13099,582712,13864,772702,14399,935357,7563,570989,14279,1275938,29800,2980000,19,1957,0,0,0,0,0,0,0,0,163655,8501121,2022,3,,-25.79,0.0,0.0,0.0,23827.2,0.0,0.0,0,0.0,0.0,23801.41,0.0,17165.87,678.05,5007.43,141.8,801.08,0.09,801.16,23794.32,99.97,7.09,23.08,11.41,16.79,0.19,51.47
15.0,BAREILLY,53147,396499,30693,676828,11133,393461,9330,421000,7967,442760,7181,467184,5052,381339,10699,966678,7130,713000,1,101,0,0,0,0,0,0,0,0,142333,4858850,2022,47,,-16.3,0.0,0.0,0.0,13747.08,0.0,0.0,0,0.0,0.0,13730.78,0.0,9853.02,456.35,2451.42,211.82,774.58,0.0,774.58,13747.18,100.12,-16.4,6.65,5.79,9.35,0.48,22.27
16.0,BASTI,44023,548210,45771,1145643,11392,406291,24309,1057274,20752,1157737,15684,1046114,8255,622648,24619,2212949,13417,1341700,8,873,0,0,0,0,0,0,0,0,208230,9539439,2022,27,,-4.78,0.0,0.0,0.0,26086.22,0.0,0.0,0,0.0,0.0,26081.45,0.0,19107.15,364.37,5752.85,15.72,741.12,0.0,741.12,25981.21,99.62,100.24,58.69,14.97,18.44,0.14,92.24
17.0,BIJNOR,70324,498762,36753,788478,11642,409190,8008,361866,5919,327814,5674,367930,3839,289530,6114,550076,6168,616800,0,0,0,0,0,0,0,0,0,0,154441,4210446,2022,48,,-70.87,0.0,0.0,0.0,12125.9,0.0,0.0,0,0.0,0.0,12055.04,0.0,8528.94,479.99,2353.68,210.38,535.72,0.0,535.72,12108.7,100.45,-53.67,19.21,14.48,95.71,11.39,140.79
18.0,BUDAUN,37957,304486,22376,513488,7645,272010,8131,362647,6319,350760,5046,333061,3750,282402,8460,764092,4649,464900,0,0,0,0,0,0,0,0,0,0,104333,3647846,2022,28,,-14.52,0.0,0.0,0.0,10083.58,0.0,0.0,0,0.0,0.0,10069.06,0.0,7384.4,186.27,1623.29,173.07,708.44,0.0,708.44,10075.47,100.06,-6.41,19.93,4.23,19.16,1.23,44.55
19.0,BULANDSHAHR,19483,130050,8870,189717,2011,70607,1721,77091,1212,68085,863,56132,735,55101,1117,99442,1032,103200,0,0,0,0,0,0,0,0,0,0,37044,849425,2022,49,,-5.77,0.0,0.0,0.0,1855.66,0.0,0.0,0,0.0,0.0,1849.89,0.0,1703.67,44.32,69.94,3.94,23.16,0.0,23.16,1845.03,99.74,4.86,14.07,1.27,3.9,0.0,19.24
20.0,CHANDAULI,28722,272948,20176,481066,6774,240825,8059,357598,6948,386585,6234,411725,3450,260488,8468,764340,4562,456200,2,202,0,0,0,0,0,0,0,0,93395,3631977,2022,4,,-5.19,0.0,0.0,0.0,9790.28,0.0,0.0,0,0.0,0.0,9785.09,0.0,7454.56,223.47,1623.05,14.09,458.21,2.57,460.78,9775.95,99.91,9.14,10.36,15.39,10.39,0.38,36.52
21.0,CHITRAKOOT,16450,155232,12737,302421,4933,174389,6304,281293,5102,284735,5649,370576,3716,280489,9547,854066,7603,760300,7,720,0,0,0,0,0,0,0,0,72048,3464221,2022,5,,6.7,0.0,0.0,0.0,8661.5,0.0,0.0,0,0.0,0.0,8668.2,0.0,7026.9,128.16,1068.28,128.55,284.24,0.97,285.21,8637.08,99.64,31.12,15.15,9.28,1.5,0.0,25.93
22.0,DEORIA,24437,266401,24734,609179,6877,251174,10978,479988,10001,556200,7827,517537,4359,329455,8340,740795,6281,628100,1,102,0,0,0,0,0,0,0,0,103835,4378931,2022,50,,97.91,0.0,0.0,0.0,11075.67,0.0,0.0,0,0.0,0.0,11173.59,0.0,8757.58,178.48,1398.14,0.83,727.75,0.0,727.75,11062.78,99.01,110.81,37.06,9.98,12.01,0.47,59.52
23.0,ETAH,14618,151629,14172,348195,5062,178556,7672,342786,4845,270078,5814,379993,2673,203083,5802,518263,3208,320800,2,223,0,0,0,0,0,0,0,0,63868,2713606,2022,29,,-59.39,0.0,0.0,0.0,6841.48,0.0,0.0,0,0.0,0.0,6782.09,0.0,5486.16,218.31,640.91,72.35,400.2,7.48,407.68,6825.42,100.64,-43.33,28.64,10.18,5.9,0.0,44.72
24.0,ETAWAH,19242,176902,15415,344400,6655,235161,5521,252697,4273,241547,3204,208217,3139,233678,5559,498483,5222,522200,0,0,0,0,0,0,0,0,0,0,68230,2713285,2022,51,,0.0,0.0,0.0,0.0,6787.44,0.0,0.0,0,0.0,0.0,6787.44,0.0,5590.83,128.63,708.01,4.24,342.55,0.47,343.02,6774.71,99.81,12.73,6.92,2.37,4.48,0.03,13.8
25.0,FARRUKHABAD,16845,147791,13164,295246,5483,192506,5601,252001,4297,239139,4237,275652,2997,225905,6218,559241,5546,554600,0,0,0,0,0,0,0,0,0,0,64388,2742081,2022,30,,-33.17,0.0,0.0,0.0,7791.5,0.0,0.0,0,0.0,0.0,7758.33,0.0,5591.94,247.58,1415.43,179.55,338.11,8.97,347.08,7781.58,100.3,-23.25,3.18,4.87,1.48,0.22,9.75
26.0,FATEHPUR,20725,230221,24918,602883,6524,234242,11096,488640,12432,704657,6790,446998,6685,500620,15458,1377965,8497,849700,0,0,0,0,0,0,0,0,0,0,113125,5435926,2022,6,,2.74,0.0,0.0,0.0,13960.3,0.0,0.0,0,0.0,0.0,13963.04,0.0,10972.85,230.18,2028.38,21.02,676.95,1.13,678.09,13930.51,99.77,32.53,41.45,7.8,34.16,0.37,83.78
27.0,FIROZABAD,24933,179670,13884,325322,5639,202638,6238,279291,5427,301541,5783,379724,3849,290413,8723,780323,6109,610900,0,0,0,0,0,0,0,0,0,0,80585,3349822,2022,52,,-33.89,0.0,0.0,0.0,7938.93,0.0,0.0,0,0.0,0.0,7905.04,0.0,6753.99,191.58,722.85,10.87,253.71,0.18,253.89,7933.19,100.36,-28.15,34.66,5.82,8.3,0.6,49.38
28.0,GAUTAM BUDDHA NAGAR,247,2091,190,4384,28,978,23,1031,9,481,2,123,0,0,3,256,0,0,0,0,0,0,0,0,0,0,0,0,502,9344,2022,53,,-0.26,0.0,0.0,0.0,18.51,0.0,0.0,0,0.0,0.0,18.25,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,18.5,101.36,-0.25,0.14,0.0,0.0,0.0,0.14
29.0,GHAZIABAD,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,2022,54,,-0.08,0.0,0.0,0.0,0.13,0.0,0.0,0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,287.0,-0.08,0.0,0.0,0.0,0.0,0.0
30.0,GHAZIPUR,42867,422222,50060,1152668,11904,414203,15781,705420,13756,773917,8714,569279,6342,474951,11626,1035704,4614,461400,0,0,0,0,0,0,0,0,0,0,165664,6009764,2022,55,,0.03,0.0,0.0,0.0,15142.77,0.0,0.0,0,0.0,0.0,15142.81,0.0,12104.29,192.5,1968.52,69.16,800.37,0.02,800.39,15134.87,99.95,7.93,22.51,9.05,20.89,1.11,53.56
31.0,GONDA,31525,314055,22729,553984,7665,275116,11159,494727,9103,506824,10460,679490,6357,478815,9125,806867,9310,931000,2,203,0,0,0,0,0,0,0,0,117435,5041081,2022,31,,100.07,0.0,0.0,0.0,12888.76,0.0,0.0,0,0.0,0.0,12988.83,0.0,10160.52,155.26,1548.3,140.09,870.64,0.0,870.64,12874.81,99.12,114.03,17.07,7.8,13.51,1.08,39.46
32.0,GORAKHPUR,40464,418187,28651,686894,11162,396038,13677,610414,10280,572070,10580,691621,6689,504500,12751,1131907,10816,1081600,4,409,0,0,0,0,0,0,0,0,145074,6093640,2022,7,,-105.29,0.0,0.0,0.0,13802.92,0.0,0.0,0,0.0,0.0,13697.63,0.0,11965.18,210.03,830.64,12.37,726.82,0.0,726.82,13745.04,100.35,-47.41,228.03,20.73,18.18,0.22,267.16
33.0,HAMIRPUR,16396,161805,15362,375985,4933,176432,6010,268794,5873,326184,5401,354530,3147,238340,9377,841735,6642,664200,1,104,0,0,0,0,0,0,0,0,73142,3408109,2022,8,,-60.34,0.0,0.0,0.0,7964.43,0.0,0.0,0,0.0,0.0,7904.09,0.0,6931.88,150.02,515.59,47.38,286.41,0.0,286.41,7931.28,100.34,-27.19,6.3,3.39,9.26,0.82,19.77
34.0,HAPUR,1699,16914,1385,31632,590,20923,546,25464,353,19697,331,21377,355,26305,437,39889,311,31100,0,0,0,0,0,0,0,0,0,0,6007,233301,2022,56,,-3.33,0.0,0.0,0.0,515.28,0.0,0.0,0,0.0,0.0,511.95,0.0,475.73,3.96,27.94,1.49,2.44,0.04,2.47,511.59,99.93,0.35,0.0,-0.08,0.31,0.0,0.23
35.0,HARDOI,48398,533696,39103,980269,11769,422142,19166,837952,16283,902335,13931,923657,6449,488299,18712,1677976,10461,1046100,0,0,0,0,0,0,0,0,0,0,184272,7812426,2022,9,,-216.96,0.0,0.0,0.0,21068.94,0.0,0.0,0,0.0,0.0,20851.98,0.0,15745.06,307.96,3851.03,184.3,935.27,1.72,936.99,21025.34,100.83,-173.36,17.75,9.53,12.2,0.25,39.73
36.0,HATHRAS,16495,124716,9740,214573,3726,130835,2802,126247,1993,110013,1746,113484,1078,80960,1685,150463,2412,241200,0,0,0,0,0,0,0,0,0,0,41677,1292491,2022,57,,-39.39,0.0,0.0,0.0,3284.68,0.0,0.0,0,0.0,0.0,3245.3,0.0,2612.63,36.31,374.24,41.76,216.87,0.0,216.87,3281.8,101.12,-36.51,3.37,0.06,1.68,0.0,5.11
37.0,JALAUN,24693,266996,23401,582640,8253,294385,12524,552083,11678,648966,10405,691787,5895,445667,20013,1803267,14356,1435600,4,405,0,0,0,0,0,0,0,0,131222,6721796,2022,10,,-17.29,0.0,0.0,0.0,19340.24,0.0,0.0,0,0.0,0.0,19322.95,0.0,13398.45,356.49,4566.06,451.39,524.3,2.9,527.21,19299.59,99.88,23.36,10.81,18.99,8.31,0.91,39.02
38.0,JAUNPUR,36233,422154,53883,1253957,14491,517458,22476,1001698,20128,1142380,16699,1080913,12943,969468,16931,1500262,16673,1667300,2,204,0,0,0,0,0,0,0,0,210459,9555794,2022,11,,-313.17,0.0,0.0,0.0,24088.2,0.0,0.0,0,0.0,0.0,23775.04,0.0,19331.13,264.89,2945.05,349.08,1135.23,9.98,1145.21,24035.36,101.09,-260.32,77.67,14.68,53.99,5.2,151.54
39.0,JHANSI,15247,154020,15356,366708,6077,220889,6576,299150,6614,373350,7193,467604,5681,428809,12095,1078974,13905,1390500,18,1922,0,0,0,0,0,0,0,0,88762,4781926,2022,32,,40.01,0.0,0.0,0.0,13385.41,0.0,0.0,0,0.0,0.0,13425.42,0.0,9676.84,281.59,2857.0,189.05,363.83,0.34,364.17,13368.66,99.58,56.76,22.31,11.26,12.32,0.05,45.94
