SNo_x,District,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,Year,SNo_y,financial_metric_1,financial_metric_2,financial_metric_3,financial_metric_4,financial_metric_5,financial_metric_6,financial_metric_7,financial_metric_8,financial_metric_9,financial_metric_10,financial_metric_11,financial_metric_12,financial_metric_13,financial_metric_14,financial_metric_15,financial_metric_16,financial_metric_17,financial_metric_18,financial_metric_19,financial_metric_20,financial_metric_21,financial_metric_22,financial_metric_23,financial_metric_24,financial_metric_25,financial_metric_26,financial_metric_27,financial_metric_28,metric_1_yoy_change,metric_1_rolling_avg,metric_1_status,metric_2_yoy_change,metric_2_rolling_avg,metric_2_status,metric_3_yoy_change,metric_3_rolling_avg,metric_3_status,metric_4_yoy_change,metric_4_rolling_avg,metric_4_status,metric_5_yoy_change,metric_5_rolling_avg,metric_5_status,metric_6_yoy_change,metric_6_rolling_avg,metric_6_status,metric_7_yoy_change,metric_7_rolling_avg,metric_7_status,metric_8_yoy_change,metric_8_rolling_avg,metric_8_status,metric_9_yoy_change,metric_9_rolling_avg,metric_9_status,metric_10_yoy_change,metric_10_rolling_avg,metric_10_status,metric_11_yoy_change,metric_11_rolling_avg,metric_11_status,metric_12_yoy_change,metric_12_rolling_avg,metric_12_status,metric_13_yoy_change,metric_13_rolling_avg,metric_13_status,metric_14_yoy_change,metric_14_rolling_avg,metric_14_status,metric_15_yoy_change,metric_15_rolling_avg,metric_15_status,metric_16_yoy_change,metric_16_rolling_avg,metric_16_status,metric_17_yoy_change,metric_17_rolling_avg,metric_17_status,metric_18_yoy_change,metric_18_rolling_avg,metric_18_status,metric_19_yoy_change,metric_19_rolling_avg,metric_19_status,metric_20_yoy_change,metric_20_rolling_avg,metric_20_status,metric_21_yoy_change,metric_21_rolling_avg,metric_21_status,metric_22_yoy_change,metric_22_rolling_avg,metric_22_status,metric_23_yoy_change,metric_23_rolling_avg,metric_23_status,metric_24_yoy_change,metric_24_rolling_avg,metric_24_status,metric_25_yoy_change,metric_25_rolling_avg,metric_25_status,metric_26_yoy_change,metric_26_rolling_avg,metric_26_status,metric_27_yoy_change,metric_27_rolling_avg,metric_27_status,metric_28_yoy_change,metric_28_rolling_avg,metric_28_status,metric_29_yoy_change,metric_29_rolling_avg,metric_29_status,metric_30_yoy_change,metric_30_rolling_avg,metric_30_status,financial_metric_1_yoy_change,financial_metric_1_rolling_avg,financial_metric_1_status,financial_metric_2_yoy_change,financial_metric_2_rolling_avg,financial_metric_2_status,financial_metric_3_yoy_change,financial_metric_3_rolling_avg,financial_metric_3_status,financial_metric_4_yoy_change,financial_metric_4_rolling_avg,financial_metric_4_status,financial_metric_5_yoy_change,financial_metric_5_rolling_avg,financial_metric_5_status,financial_metric_6_yoy_change,financial_metric_6_rolling_avg,financial_metric_6_status,financial_metric_7_yoy_change,financial_metric_7_rolling_avg,financial_metric_7_status,financial_metric_8_yoy_change,financial_metric_8_rolling_avg,financial_metric_8_status,financial_metric_9_yoy_change,financial_metric_9_rolling_avg,financial_metric_9_status,financial_metric_10_yoy_change,financial_metric_10_rolling_avg,financial_metric_10_status,financial_metric_11_yoy_change,financial_metric_11_rolling_avg,financial_metric_11_status,financial_metric_12_yoy_change,financial_metric_12_rolling_avg,financial_metric_12_status,financial_metric_13_yoy_change,financial_metric_13_rolling_avg,financial_metric_13_status,financial_metric_14_yoy_change,financial_metric_14_rolling_avg,financial_metric_14_status,financial_metric_15_yoy_change,financial_metric_15_rolling_avg,financial_metric_15_status,financial_metric_16_yoy_change,financial_metric_16_rolling_avg,financial_metric_16_status,financial_metric_17_yoy_change,financial_metric_17_rolling_avg,financial_metric_17_status,financial_metric_18_yoy_change,financial_metric_18_rolling_avg,financial_metric_18_status,financial_metric_19_yoy_change,financial_metric_19_rolling_avg,financial_metric_19_status,financial_metric_20_yoy_change,financial_metric_20_rolling_avg,financial_metric_20_status,financial_metric_21_yoy_change,financial_metric_21_rolling_avg,financial_metric_21_status,financial_metric_22_yoy_change,financial_metric_22_rolling_avg,financial_metric_22_status,financial_metric_23_yoy_change,financial_metric_23_rolling_avg,financial_metric_23_status,financial_metric_24_yoy_change,financial_metric_24_rolling_avg,financial_metric_24_status,financial_metric_25_yoy_change,financial_metric_25_rolling_avg,financial_metric_25_status,financial_metric_26_yoy_change,financial_metric_26_rolling_avg,financial_metric_26_status,financial_metric_27_yoy_change,financial_metric_27_rolling_avg,financial_metric_27_status,financial_metric_28_yoy_change,financial_metric_28_rolling_avg,financial_metric_28_status,financial_score,future_score,future_risk
13.0,BANDA,13261,123269,11888,279425,5460,196709,6297,286760,5460,306100,4039,266270,4554,341077,14796,1344751,6130,613000,0,0,0,0,0,0,0,0,0,0,71885,3757361,2020,2,,-5.24,0.0,0.0,0.0,9860.54,0.0,0.0,0.0,0.0,0.0,9855.29,0.0,6962.53,146.54,2205.67,124.46,372.96,6.29,379.26,9818.46,99.63,36.84,2.68,1.16,0.96,0.06,4.86,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,39872.950000000004,77069.49999999999,0
13.0,BANDA,30944,284835,28177,656349,10351,368458,10387,471780,8518,476643,5714,377057,5885,440388,12330,1126053,9723,972300,0,0,0,0,0,0,0,0,0,0,122029,5173863,2021,2,,-20.79,0.0,0.0,0.0,19161.26,0.0,0.0,0.0,0.0,0.0,19140.47,0.0,10414.92,469.11,7313.32,577.1,373.8,6.5,380.3,19154.75,100.07,-14.27,6.3,0.15,0.02,0.01,6.48,17683.0,,No trend yet,161566.0,,No trend yet,16289.0,,No trend yet,376924.0,,No trend yet,4891.0,,No trend yet,171749.0,,No trend yet,4090.0,,No trend yet,185020.0,,No trend yet,3058.0,,No trend yet,170543.0,,No trend yet,1675.0,,No trend yet,110787.0,,No trend yet,1331.0,,No trend yet,99311.0,,No trend yet,-2466.0,,No trend yet,-218698.0,,No trend yet,3593.0,,No trend yet,359300.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,50144.0,,No trend yet,1416502.0,,No trend yet,,,No trend yet,-15.55,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,9300.719999999998,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,9285.18,,No trend yet,0.0,,No trend yet,3452.3900000000003,,No trend yet,322.57000000000005,,No trend yet,5107.65,,No trend yet,452.64,,No trend yet,0.8400000000000318,,No trend yet,0.2099999999999999,,No trend yet,1.0400000000000205,,No trend yet,9336.29,,No trend yet,0.4399999999999977,,No trend yet,-51.11,,No trend yet,3.62,,No trend yet,-1.01,,No trend yet,-0.94,,No trend yet,-0.0499999999999999,,No trend yet,1.62,,No trend yet,77069.49999999999,45923.18000000001,1
13.0,BANDA,20940,198159,18319,433613,7440,264035,8521,386456,8246,465572,6988,455074,5242,391296,11711,1048175,7384,738400,0,0,0,0,0,0,0,0,0,0,94791,4380780,2022,2,,-69.61,0.0,0.0,0.0,11409.13,0.0,0.0,0.0,0.0,0.0,11339.53,0.0,8956.59,243.8,1663.82,142.81,383.67,0.25,383.91,11390.93,100.45,-51.4,7.38,2.57,4.35,0.35,14.65,-10004.0,21715.0,Stable,-86676.0,202087.66666666663,Stable,-9858.0,19461.33333333333,Stable,-222736.0,456462.3333333333,Stable,-2911.0,7750.333333333333,Stable,-104423.0,276400.6666666667,Stable,-1866.0,8401.666666666666,Slight increase,-85324.0,381665.3333333333,Slight increase,-272.0,7408.0,High increase,-11071.0,416105.0,High increase,1274.0,5580.333333333333,High increase,78017.0,366133.6666666667,High increase,-643.0,5227.0,Slight increase,-49092.0,390920.3333333333,Slight increase,-619.0,12945.666666666666,Stable,-77878.0,1172993.0,Decrease,-2339.0,7745.666666666667,Stable,-233900.0,774566.6666666666,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-27238.0,96235.0,Stable,-793083.0,4437334.666666667,Stable,,,No trend yet,-48.82,-31.88,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-7752.129999999999,13476.976666666667,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-7800.94,13445.096666666666,Decrease,0.0,0.0,Stable,-1458.33,8778.013333333334,Slight increase,-225.31,286.4833333333333,Decrease,-5649.5,3727.603333333333,Decrease,-434.29,281.4566666666667,Decrease,9.870000000000005,376.81,Slight increase,-6.25,4.346666666666667,Decrease,3.6100000000000136,381.1566666666667,Slight increase,-7763.82,13454.713333333331,Decrease,0.3800000000000096,100.05,Slight increase,-37.13,-9.609999999999998,Decrease,1.08,5.453333333333333,High increase,2.42,1.2933333333333332,High increase,4.33,1.7766666666666666,High increase,0.3399999999999999,0.1399999999999999,High increase,8.17,8.663333333333334,High increase,45923.18000000001,55538.08000000001,0
13.0,BANDA,21282,204321,15399,356198,6310,222570,5812,266047,4649,263418,2957,193060,3229,240277,7363,673127,4841,484100,46,4668,0,0,0,0,0,0,0,0,71888,2907786,2023,2,,-125.48,0.0,0.0,0.0,13845.12,0.0,0.0,0.0,0.0,0.0,13719.64,0.0,6160.91,291.44,6310.0,591.86,437.79,9.03,446.82,13801.03,100.59,-81.39,2.44,0.51,12.08,0.33,15.36,342.0,24388.666666666668,Decrease,6162.0,229105.0,Decrease,-2920.0,20631.666666666668,Decrease,-77415.0,482053.3333333333,Decrease,-1130.0,8033.666666666667,Decrease,-41465.0,285021.0,Decrease,-2709.0,8240.0,Decrease,-120409.0,374761.0,Decrease,-3597.0,7137.666666666667,Decrease,-202154.0,401877.6666666667,Decrease,-4031.0,5219.666666666667,Decrease,-262014.0,341730.3333333333,Decrease,-2013.0,4785.333333333333,Decrease,-151019.0,357320.3333333333,Decrease,-4348.0,10468.0,Decrease,-375048.0,949118.3333333334,Decrease,-2543.0,7316.0,Decrease,-254300.0,731600.0,Decrease,46.0,15.333333333333334,High increase,4668.0,1556.0,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-22903.0,96236.0,Decrease,-1472994.0,4154143.0,Decrease,,,No trend yet,-55.870000000000005,-71.96,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,2435.9900000000016,14805.169999999998,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,2380.1099999999988,14733.213333333331,Stable,0.0,0.0,Stable,-2795.6800000000003,8510.806666666665,Decrease,47.63999999999999,334.78333333333336,Decrease,4646.18,5095.713333333333,High increase,449.05,437.25666666666666,High increase,54.120000000000005,398.42,Slight increase,8.78,5.260000000000001,High increase,62.90999999999997,403.6766666666667,High increase,2410.1000000000004,14782.236666666666,Stable,0.1400000000000005,100.37,Slight increase,-29.99,-49.02,Decrease,-4.94,5.373333333333334,Decrease,-2.06,1.0766666666666664,Decrease,7.73,5.483333333333333,High increase,-0.0199999999999999,0.2299999999999999,High increase,0.7099999999999991,12.163333333333334,High increase,55538.08000000001,49216.47,0
13.0,BANDA,12021,123343,12965,310784,6161,216082,7457,336488,7110,402256,7393,494042,7367,557195,16825,1496805,3798,379800,37,3750,0,0,0,0,0,0,0,0,81134,4320545,2024,2,,-132.98,0.0,0.0,0.0,12164.23,0.0,12031.25,9885.74,207.09,1430.7,161.56,399.31,4.04,403.35,12088.43,100.48,-57.19,9.22,0.41,232.26,23.34,265.23,,,,,,-9261.0,18081.0,Decrease,-80978.0,175274.33333333334,Decrease,-2434.0,15561.0,Decrease,-45414.0,366865.0,Decrease,-149.0,6637.0,Stable,-6488.0,234229.0,Stable,1645.0,7263.333333333333,Slight increase,70441.0,329663.6666666667,Slight increase,2461.0,6668.333333333333,Slight increase,138838.0,377082.0,Slight increase,4436.0,5779.333333333333,High increase,300982.0,380725.3333333333,High increase,4138.0,5279.333333333333,High increase,316918.0,396256.0,High increase,9462.0,11966.333333333334,High increase,823678.0,1072702.3333333333,High increase,-1043.0,5341.0,Decrease,-104300.0,534100.0,Decrease,-9.0,27.666666666666668,High increase,-918.0,2806.0,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,9246.0,82604.33333333333,Stable,1412759.0,3869703.6666666665,High increase,,,No trend yet,-7.499999999999986,-109.35666666666668,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-1680.8900000000012,12472.826666666666,Stable,0.0,0.0,Stable,12031.25,4010.4166666666665,High increase,9885.74,3295.2466666666664,High increase,207.09,69.03,High increase,1430.7,476.9,High increase,-13558.08,8406.91,Decrease,399.31,133.10333333333332,High increase,-6156.87,5040.513333333333,Decrease,111.91000000000004,312.86333333333334,High increase,5778.43,6687.416666666667,High increase,-491.38,278.3833333333333,Decrease,-494.98,254.75666666666663,Decrease,0.1900000000000012,6.166666666666667,High increase,-446.41,277.0466666666667,Decrease,-13568.77,8474.74,Decrease,-77.25,74.79333333333334,Decrease,346.62,44.14666666666668,High increase,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,49216.47,,0
14.0,BARABANKI,19018,199118,17895,428908,9318,333380,9696,441300,8191,457153,7271,478379,6356,479291,22063,2018914,3473,347300,0,0,0,0,0,0,0,0,0,0,103281,5183743,2020,3,,66.52,0.0,0.0,0.0,14281.24,0.0,0.0,0.0,0.0,0.0,14347.76,0.0,9585.86,403.59,3545.44,41.32,677.32,11.85,689.17,14265.39,99.43,82.37,1.73,2.79,8.69,0.0,13.21,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,58123.68,113072.62,0
14.0,BARABANKI,34965,360048,35394,865415,12884,464580,13480,602557,12038,665620,10002,660981,7849,592337,18693,1697978,21547,2154700,0,0,0,0,0,0,0,0,0,0,166852,8064216,2021,3,,-5.05,0.0,0.0,0.0,28080.08,0.0,0.0,0.0,0.0,0.0,28075.03,0.0,16083.99,982.77,10294.95,51.54,645.05,0.0,645.05,28058.3,99.94,16.73,12.37,3.03,6.71,0.01,22.12,15947.0,,No trend yet,160930.0,,No trend yet,17499.0,,No trend yet,436507.0,,No trend yet,3566.0,,No trend yet,131200.0,,No trend yet,3784.0,,No trend yet,161257.0,,No trend yet,3847.0,,No trend yet,208467.0,,No trend yet,2731.0,,No trend yet,182602.0,,No trend yet,1493.0,,No trend yet,113046.0,,No trend yet,-3370.0,,No trend yet,-320936.0,,No trend yet,18074.0,,No trend yet,1807400.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,63571.0,,No trend yet,2880473.0,,No trend yet,,,No trend yet,-71.57,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,13798.840000000002,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,13727.27,,No trend yet,0.0,,No trend yet,6498.129999999999,,No trend yet,579.1800000000001,,No trend yet,6749.51,,No trend yet,10.22,,No trend yet,-32.270000000000095,,No trend yet,-11.85,,No trend yet,-44.120000000000005,,No trend yet,13792.91,,No trend yet,0.5099999999999909,,No trend yet,-65.64,,No trend yet,10.64,,No trend yet,0.2399999999999997,,No trend yet,-1.9799999999999995,,No trend yet,0.01,,No trend yet,8.91,,No trend yet,113072.62,96202.62,0
14.0,BARABANKI,32057,316365,27511,665104,11064,399997,13099,582712,13864,772702,14399,935357,7563,570989,14279,1275938,29800,2980000,19,1957,0,0,0,0,0,0,0,0,163655,8501121,2022,3,,-25.79,0.0,0.0,0.0,23827.2,0.0,0.0,0.0,0.0,0.0,23801.41,0.0,17165.87,678.05,5007.43,141.8,801.08,0.09,801.16,23794.32,99.97,7.09,23.08,11.41,16.79,0.19,51.47,-2908.0,28680.0,High increase,-43683.0,291843.6666666667,Slight increase,-7883.0,26933.33333333333,Slight increase,-200311.0,653142.3333333334,Slight increase,-1820.0,11088.666666666666,Stable,-64583.0,399319.0,Slight increase,-381.0,12091.666666666666,Slight increase,-19845.0,542189.6666666666,Slight increase,1826.0,11364.333333333334,High increase,107082.0,631825.0,High increase,4397.0,10557.333333333334,High increase,274376.0,691572.3333333334,High increase,-286.0,7256.0,Slight increase,-21348.0,547539.0,Slight increase,-4414.0,18345.0,Decrease,-422040.0,1664276.6666666667,Decrease,8253.0,18273.33333333333,High increase,825300.0,1827333.3333333333,High increase,19.0,6.333333333333333,High increase,1957.0,652.3333333333334,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-3197.0,144596.0,High increase,436905.0,7249693.333333333,High increase,,,No trend yet,-20.74,11.89333333333333,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-4252.880000000001,22062.84,Slight increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-4273.619999999999,22074.733333333334,Slight increase,0.0,0.0,Stable,1081.8799999999992,14278.573333333334,High increase,-304.72,688.1366666666667,Stable,-5287.52,6282.606666666667,Decrease,90.26000000000002,78.22000000000001,High increase,156.0300000000001,707.8166666666666,High increase,0.09,3.98,Decrease,156.11,711.7933333333334,High increase,-4263.98,22039.336666666662,Slight increase,0.0300000000000011,99.78000000000002,Slight increase,-9.64,35.39666666666667,Decrease,10.71,12.393333333333333,High increase,8.38,5.743333333333333,High increase,10.079999999999998,10.73,High increase,0.18,0.0666666666666666,High increase,29.35,28.933333333333334,High increase,96202.62,130528.14,0
14.0,BARABANKI,26361,266805,25375,600359,12313,440036,12029,540804,11376,629191,9934,653070,8078,609920,22277,2036507,17125,1712500,738,75178,0,0,0,0,0,0,0,0,145606,7564370,2023,3,,-89.53,0.0,0.0,0.0,32403.5,0.0,0.0,0.0,0.0,0.0,32313.97,0.0,16065.11,1414.43,12278.13,1511.27,1025.88,49.24,1075.12,32344.06,100.09,-30.09,17.88,4.36,10.42,0.82,33.48,-5696.0,31127.666666666668,Decrease,-49560.0,314406.0,Decrease,-2136.0,29426.666666666668,Decrease,-64745.0,710292.6666666666,Decrease,1249.0,12087.0,Slight increase,40039.0,434871.0,Slight increase,-1070.0,12869.333333333334,Stable,-41908.0,575357.6666666666,Stable,-2488.0,12426.0,Stable,-143511.0,689171.0,Stable,-4465.0,11445.0,Decrease,-282287.0,749802.6666666666,Decrease,515.0,7830.0,Slight increase,38931.0,591082.0,Slight increase,7998.0,18416.33333333333,High increase,760569.0,1670141.0,High increase,-12675.0,22824.0,Decrease,-1267500.0,2282400.0,Decrease,719.0,252.33333333333331,High increase,73221.0,25711.666666666668,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-18049.0,158704.33333333334,Stable,-936751.0,8043235.666666667,Stable,,,No trend yet,-63.74,-40.123333333333335,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,8576.3,28103.59333333333,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,8512.560000000001,28063.47,High increase,0.0,0.0,Stable,-1100.7599999999984,16438.323333333334,Stable,736.3800000000001,1025.0833333333333,High increase,7270.699999999999,9193.503333333334,High increase,1369.47,568.2033333333334,High increase,224.80000000000007,824.0033333333334,High increase,49.15,16.44333333333333,High increase,273.9599999999999,840.4433333333333,High increase,8549.740000000002,28065.56,High increase,0.1200000000000045,100.0,Slight increase,-37.18,-2.09,Decrease,-5.199999999999999,17.776666666666667,Slight increase,-7.05,6.266666666666667,Decrease,-6.369999999999999,11.306666666666668,Stable,0.6299999999999999,0.34,High increase,-17.990000000000002,35.69,Stable,130528.14,121397.36000000002,0
14.0,BARABANKI,19594,197175,21942,515511,12482,448425,11800,535575,11818,656185,10915,714103,11134,843135,33014,3011185,16364,1636400,230,23289,0,0,0,0,0,0,0,0,149293,8580983,2024,3,,-168.99,0.0,0.0,0.0,30254.53,0.0,30085.54,19724.86,1592.1,6965.75,920.19,853.44,19.91,873.35,30076.26,99.97,9.29,24.99,2.28,13.73,4.58,45.58,,,,,,-6767.0,26004.0,Decrease,-69630.0,260115.0,Decrease,-3433.0,24942.666666666668,Decrease,-84848.0,593658.0,Decrease,169.0,11953.0,Slight increase,8389.0,429486.0,Slight increase,-229.0,12309.333333333334,Stable,-5229.0,553030.3333333334,Stable,442.0,12352.666666666666,Stable,26994.0,686026.0,Stable,981.0,11749.333333333334,Stable,61033.0,767510.0,Stable,3056.0,8925.0,High increase,233215.0,674681.3333333334,High increase,10737.0,23190.0,High increase,974678.0,2107876.6666666665,High increase,-761.0,21096.33333333333,Decrease,-76100.0,2109633.333333333,Decrease,-508.0,329.0,Decrease,-51889.0,33474.666666666664,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,3687.0,152851.33333333334,Stable,1016613.0,8215491.333333333,Slight increase,,,No trend yet,-79.46000000000001,-94.77,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-2148.970000000001,28828.41,Slight increase,0.0,0.0,Stable,30085.54,10028.513333333334,High increase,19724.86,6574.953333333334,High increase,1592.1,530.6999999999999,High increase,6965.75,2321.9166666666665,High increase,-31393.78,19011.856666666667,Decrease,853.44,284.48,High increase,-16045.2,11083.630000000005,Decrease,-541.08,988.61,Decrease,17798.129999999997,15787.27333333333,High increase,-1411.3,584.3466666666667,Decrease,-1016.59,612.0833333333334,Decrease,-24.250000000000004,24.773333333333337,Slight increase,-1072.84,626.1866666666666,Decrease,-32330.33,18717.37,Decrease,-95.51,68.21333333333334,Decrease,75.67,7.526666666666666,High increase,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,121397.36000000002,,0
15.0,BAREILLY,26007,213122,18124,402874,7214,255571,5832,264185,4786,266446,3757,246195,3316,250235,8505,775552,1384,138400,0,0,0,0,0,0,0,0,0,0,78925,2812580,2020,47,,12.22,0.0,0.0,0.0,6610.44,0.0,0.0,0.0,0.0,0.0,6622.66,0.0,5188.09,235.22,778.42,63.62,330.85,0.0,330.85,6596.21,99.6,26.45,3.44,1.39,0.85,0.03,5.71,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,26906.049999999996,65175.89,0
