SNo_x,District,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,Year,SNo_y,financial_metric_1,financial_metric_2,financial_metric_3,financial_metric_4,financial_metric_5,financial_metric_6,financial_metric_7,financial_metric_8,financial_metric_9,financial_metric_10,financial_metric_11,financial_metric_12,financial_metric_13,financial_metric_14,financial_metric_15,financial_metric_16,financial_metric_17,financial_metric_18,financial_metric_19,financial_metric_20,financial_metric_21,financial_metric_22,financial_metric_23,financial_metric_24,financial_metric_25,financial_metric_26,financial_metric_27,financial_metric_28,metric_1_yoy_change,metric_1_rolling_avg,metric_1_status,metric_2_yoy_change,metric_2_rolling_avg,metric_2_status,metric_3_yoy_change,metric_3_rolling_avg,metric_3_status,metric_4_yoy_change,metric_4_rolling_avg,metric_4_status,metric_5_yoy_change,metric_5_rolling_avg,metric_5_status,metric_6_yoy_change,metric_6_rolling_avg,metric_6_status,metric_7_yoy_change,metric_7_rolling_avg,metric_7_status,metric_8_yoy_change,metric_8_rolling_avg,metric_8_status,metric_9_yoy_change,metric_9_rolling_avg,metric_9_status,metric_10_yoy_change,metric_10_rolling_avg,metric_10_status,metric_11_yoy_change,metric_11_rolling_avg,metric_11_status,metric_12_yoy_change,metric_12_rolling_avg,metric_12_status,metric_13_yoy_change,metric_13_rolling_avg,metric_13_status,metric_14_yoy_change,metric_14_rolling_avg,metric_14_status,metric_15_yoy_change,metric_15_rolling_avg,metric_15_status,metric_16_yoy_change,metric_16_rolling_avg,metric_16_status,metric_17_yoy_change,metric_17_rolling_avg,metric_17_status,metric_18_yoy_change,metric_18_rolling_avg,metric_18_status,metric_19_yoy_change,metric_19_rolling_avg,metric_19_status,metric_20_yoy_change,metric_20_rolling_avg,metric_20_status,metric_21_yoy_change,metric_21_rolling_avg,metric_21_status,metric_22_yoy_change,metric_22_rolling_avg,metric_22_status,metric_23_yoy_change,metric_23_rolling_avg,metric_23_status,metric_24_yoy_change,metric_24_rolling_avg,metric_24_status,metric_25_yoy_change,metric_25_rolling_avg,metric_25_status,metric_26_yoy_change,metric_26_rolling_avg,metric_26_status,metric_27_yoy_change,metric_27_rolling_avg,metric_27_status,metric_28_yoy_change,metric_28_rolling_avg,metric_28_status,metric_29_yoy_change,metric_29_rolling_avg,metric_29_status,metric_30_yoy_change,metric_30_rolling_avg,metric_30_status,financial_metric_1_yoy_change,financial_metric_1_rolling_avg,financial_metric_1_status,financial_metric_2_yoy_change,financial_metric_2_rolling_avg,financial_metric_2_status,financial_metric_3_yoy_change,financial_metric_3_rolling_avg,financial_metric_3_status,financial_metric_4_yoy_change,financial_metric_4_rolling_avg,financial_metric_4_status,financial_metric_5_yoy_change,financial_metric_5_rolling_avg,financial_metric_5_status,financial_metric_6_yoy_change,financial_metric_6_rolling_avg,financial_metric_6_status,financial_metric_7_yoy_change,financial_metric_7_rolling_avg,financial_metric_7_status,financial_metric_8_yoy_change,financial_metric_8_rolling_avg,financial_metric_8_status,financial_metric_9_yoy_change,financial_metric_9_rolling_avg,financial_metric_9_status,financial_metric_10_yoy_change,financial_metric_10_rolling_avg,financial_metric_10_status,financial_metric_11_yoy_change,financial_metric_11_rolling_avg,financial_metric_11_status,financial_metric_12_yoy_change,financial_metric_12_rolling_avg,financial_metric_12_status,financial_metric_13_yoy_change,financial_metric_13_rolling_avg,financial_metric_13_status,financial_metric_14_yoy_change,financial_metric_14_rolling_avg,financial_metric_14_status,financial_metric_15_yoy_change,financial_metric_15_rolling_avg,financial_metric_15_status,financial_metric_16_yoy_change,financial_metric_16_rolling_avg,financial_metric_16_status,financial_metric_17_yoy_change,financial_metric_17_rolling_avg,financial_metric_17_status,financial_metric_18_yoy_change,financial_metric_18_rolling_avg,financial_metric_18_status,financial_metric_19_yoy_change,financial_metric_19_rolling_avg,financial_metric_19_status,financial_metric_20_yoy_change,financial_metric_20_rolling_avg,financial_metric_20_status,financial_metric_21_yoy_change,financial_metric_21_rolling_avg,financial_metric_21_status,financial_metric_22_yoy_change,financial_metric_22_rolling_avg,financial_metric_22_status,financial_metric_23_yoy_change,financial_metric_23_rolling_avg,financial_metric_23_status,financial_metric_24_yoy_change,financial_metric_24_rolling_avg,financial_metric_24_status,financial_metric_25_yoy_change,financial_metric_25_rolling_avg,financial_metric_25_status,financial_metric_26_yoy_change,financial_metric_26_rolling_avg,financial_metric_26_status,financial_metric_27_yoy_change,financial_metric_27_rolling_avg,financial_metric_27_status,financial_metric_28_yoy_change,financial_metric_28_rolling_avg,financial_metric_28_status,financial_score,future_score,future_risk
45.0,KHERI,45852,410214,39294,903785,15586,549154,14342,645552,11945,664312,9633,631727,7544,569316,19830,1812263,13079,1307900,191,19335,0,0,0,0,0,0,0,0,177296,7513558,2023,13,,-90.52,0.0,0.0,0.0,30790.97,0.0,0.0,0.0,0.0,0.0,30700.46,0.0,16082.75,885.51,11269.09,1485.53,953.32,12.92,966.24,30689.13,99.96,11.33,9.28,6.25,16.26,1.55,33.34,-16095.0,60872.333333333336,Decrease,-124050.0,527594.6666666666,Decrease,-1239.0,46558.0,Decrease,-46982.0,1084450.6666666667,Decrease,536.0,17835.666666666668,Decrease,17996.0,630191.0,Decrease,-2865.0,17603.666666666668,Decrease,-121315.0,789541.0,Decrease,-6049.0,15714.333333333334,Decrease,-346881.0,876346.0,Decrease,-6127.0,13235.666666666666,Decrease,-392660.0,865442.3333333334,Decrease,-1812.0,9196.0,Decrease,-136388.0,694171.6666666666,Decrease,-5685.0,22955.0,Decrease,-471813.0,2077712.6666666667,Decrease,-5491.0,17156.666666666668,Decrease,-549100.0,1715666.6666666667,Decrease,181.0,67.0,High increase,18288.0,6794.0,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-44646.0,221194.3333333333,Decrease,-2152905.0,9267910.666666666,Decrease,,,No trend yet,-80.39999999999999,-32.57666666666666,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,7445.830000000002,28983.33,Slight increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,7365.439999999999,28950.756666666668,Slight increase,0.0,0.0,Stable,-3502.119999999999,18971.196666666667,Decrease,589.04,575.0133333333333,High increase,8998.2,7631.263333333333,High increase,1185.81,939.59,High increase,104.05000000000008,809.0433333333334,High increase,12.71,4.376666666666666,High increase,116.76,813.42,High increase,7387.700000000001,28930.486666666668,Slight increase,0.0999999999999943,99.92333333333332,Slight increase,-22.25,20.26333333333333,Decrease,-32.01,26.05,Decrease,-8.19,7.22,Decrease,7.810000000000002,12.763333333333335,High increase,0.3600000000000001,1.1766666666666663,High increase,-32.03,47.21,Decrease,123923.37,110112.95,0
44.0,KHERI,34098,292740,28843,655681,13664,484376,13711,619416,13632,760369,13011,855330,11402,863946,26269,2371363,15325,1532500,240,24409,0,0,0,0,0,0,0,0,170195,8460130,2024,13,,-67.74,0.0,0.0,0.0,27390.71,0.0,27322.97,19395.98,1020.57,5046.47,678.69,820.01,9.11,829.12,26970.83,98.71,352.14,8.75,6.7,81.46,25.78,122.69,,,,,,-11754.0,47299.0,Decrease,-117474.0,412406.0,Decrease,-10451.0,36223.333333333336,Decrease,-248104.0,836744.3333333334,Decrease,-1922.0,14766.666666666666,Stable,-64778.0,521562.6666666667,Stable,-631.0,15086.666666666666,Stable,-26136.0,677278.3333333334,Stable,1687.0,14523.666666666666,Stable,96057.0,811958.0,Stable,3378.0,12801.333333333334,Slight increase,223603.0,837148.0,Slight increase,3858.0,9434.0,High increase,294630.0,712988.6666666666,High increase,6439.0,23871.33333333333,High increase,559100.0,2155900.6666666665,Slight increase,2246.0,15658.0,Stable,224600.0,1565800.0,Stable,49.0,147.0,High increase,5074.0,14930.333333333334,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-7101.0,189811.0,Decrease,946572.0,8546717.0,Stable,,,No trend yet,22.78,-56.126666666666665,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-3400.260000000002,27175.60666666667,Slight increase,0.0,0.0,Stable,27322.97,9107.656666666668,High increase,19395.98,6465.326666666667,High increase,1020.57,340.19,High increase,5046.47,1682.1566666666668,High increase,-30021.77,18238.056666666667,Decrease,820.01,273.33666666666664,High increase,-16073.64,11892.243333333332,Decrease,-56.38999999999999,670.3666666666667,High increase,15701.740000000002,13503.603333333334,High increase,-1386.82,627.9866666666667,Decrease,-601.1800000000001,718.2433333333333,Decrease,-4.17,7.293333333333334,High increase,-959.54,607.4733333333332,Decrease,-30607.67,18024.006666666668,Decrease,-74.17999999999999,75.2,Decrease,111.36,55.86666666666667,High increase,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,110112.95,,0
45.0,KUSHI NAGAR,19926,212106,24820,589474,11640,413233,13936,627475,9872,547977,10644,698862,6486,491058,20033,1818602,1962,196200,0,0,0,0,0,0,0,0,0,0,119319,5594987,2020,14,,154.77,0.0,0.0,0.0,13815.91,0.0,0.0,0.0,0.0,0.0,13970.67,0.0,10488.53,368.38,2239.54,6.13,671.8,7.47,679.26,13781.83,98.65,188.84,5.31,5.75,0.85,0.0,11.91,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,56495.600000000006,90340.95999999999,0
45.0,KUSHI NAGAR,42695,414200,35854,837061,15774,558643,14301,642925,11274,624541,10224,669067,6744,510027,15195,1376270,11615,1161500,0,0,0,0,0,0,0,0,0,0,163676,6794234,2021,14,,42.12,0.0,0.0,0.0,22374.19,0.0,0.0,0.0,0.0,0.0,22416.31,0.0,13762.21,676.78,7271.21,49.3,593.52,3.76,597.28,22356.78,99.73,59.53,16.48,-2.09,4.73,0.0,19.12,22769.0,,No trend yet,202094.0,,No trend yet,11034.0,,No trend yet,247587.0,,No trend yet,4134.0,,No trend yet,145410.0,,No trend yet,365.0,,No trend yet,15450.0,,No trend yet,1402.0,,No trend yet,76564.0,,No trend yet,-420.0,,No trend yet,-29795.0,,No trend yet,258.0,,No trend yet,18969.0,,No trend yet,-4838.0,,No trend yet,-442332.0,,No trend yet,9653.0,,No trend yet,965300.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,44357.0,,No trend yet,1199247.0,,No trend yet,,,No trend yet,-112.65,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,8558.279999999999,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,8445.640000000001,,No trend yet,0.0,,No trend yet,3273.6799999999985,,No trend yet,308.4,,No trend yet,5031.67,,No trend yet,43.17,,No trend yet,-78.27999999999997,,No trend yet,-3.71,,No trend yet,-81.98000000000002,,No trend yet,8574.949999999999,,No trend yet,1.0799999999999983,,No trend yet,-129.31,,No trend yet,11.170000000000002,,No trend yet,-7.84,,No trend yet,3.88,,No trend yet,0.0,,No trend yet,7.210000000000001,,No trend yet,90340.95999999999,59534.3,0
46.0,KUSHI NAGAR,37342,365757,28517,662636,13238,467810,11647,524743,9249,513312,8221,535679,5430,410026,10838,975127,9731,973100,2,202,0,0,0,0,0,0,0,0,134215,5428392,2022,14,,-21.97,0.0,0.0,0.0,14693.83,0.0,0.0,0.0,0.0,0.0,14671.86,0.0,10875.65,293.36,2782.37,9.48,699.21,0.29,699.49,14660.35,99.92,11.5,12.12,8.92,8.44,0.0,29.48,-5353.0,33321.0,High increase,-48443.0,330687.6666666667,High increase,-7337.0,29730.33333333333,Stable,-174425.0,696390.3333333334,Stable,-2536.0,13550.666666666666,Stable,-90833.0,479895.3333333333,Stable,-2654.0,13294.666666666666,Decrease,-118182.0,598381.0,Decrease,-2025.0,10131.666666666666,Stable,-111229.0,561943.3333333334,Stable,-2003.0,9696.333333333334,Decrease,-133388.0,634536.0,Decrease,-1314.0,6220.0,Decrease,-100001.0,470370.3333333333,Decrease,-4357.0,15355.333333333334,Decrease,-401143.0,1389999.6666666667,Decrease,-1884.0,7769.333333333333,High increase,-188400.0,776933.3333333334,High increase,2.0,0.6666666666666666,High increase,202.0,67.33333333333333,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-29461.0,139070.0,Stable,-1365842.0,5939204.333333333,Stable,,,No trend yet,-64.09,58.30666666666667,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-7680.359999999999,16961.31,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-7744.450000000001,17019.61333333333,Decrease,0.0,0.0,Stable,-2886.5599999999995,11708.796666666669,Stable,-383.42,446.17333333333335,Decrease,-4488.84,4097.706666666666,Decrease,-39.81999999999999,21.636666666666667,Decrease,105.69000000000004,654.8433333333334,Slight increase,-3.47,3.84,Decrease,102.21000000000004,658.6766666666666,Slight increase,-7696.4299999999985,16932.986666666668,Decrease,0.1899999999999977,99.43333333333334,Slight increase,-48.03,86.62333333333333,Decrease,-4.360000000000001,11.303333333333333,Slight increase,11.01,4.193333333333333,High increase,3.709999999999999,4.673333333333333,High increase,0.0,0.0,Stable,10.36,20.17,High increase,59534.3,86013.99000000002,0
46.0,KUSHI NAGAR,28747,291527,30257,714697,14453,511885,13450,605444,10080,557891,8339,546116,6196,467656,13950,1271443,6246,624600,49,4958,0,0,0,0,0,0,0,0,131767,5596217,2023,14,,-102.89,0.0,0.0,0.0,21328.29,0.09,0.0,0.0,0.0,0.0,21225.49,0.0,11868.79,712.92,7544.41,33.68,982.48,15.99,998.47,21158.26,99.68,67.23,7.0,0.69,32.77,0.09,40.55,-8595.0,36261.333333333336,Decrease,-74230.0,357161.3333333333,Decrease,1740.0,31542.666666666668,Stable,52061.0,738131.3333333334,Stable,1215.0,14488.333333333334,Stable,44075.0,512779.3333333333,Stable,1803.0,13132.666666666666,Slight increase,80701.0,591037.3333333334,Slight increase,831.0,10201.0,Stable,44579.0,565248.0,Stable,118.0,8928.0,Stable,10437.0,583620.6666666666,Stable,766.0,6123.333333333333,Slight increase,57630.0,462569.6666666667,Slight increase,3112.0,13327.666666666666,Slight increase,296316.0,1207613.3333333333,Slight increase,-3485.0,9197.333333333334,Decrease,-348500.0,919733.3333333334,Decrease,47.0,17.0,High increase,4756.0,1720.0,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-2448.0,143219.33333333334,Stable,167825.0,5939614.333333333,Stable,,,No trend yet,-80.92,-27.58,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,6634.460000000001,19465.43666666667,Slight increase,0.09,0.03,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,6553.630000000001,19437.88666666667,Slight increase,0.0,0.0,Stable,993.1400000000012,12168.883333333331,Stable,419.56,561.02,High increase,4762.04,5865.996666666666,High increase,24.2,30.820000000000004,Slight increase,283.27,758.4033333333333,High increase,15.7,6.68,High increase,298.98,765.0799999999999,High increase,6497.909999999998,19391.796666666665,Slight increase,-0.2399999999999948,99.77666666666669,Stable,55.73,46.086666666666666,High increase,-5.119999999999999,11.866666666666667,Decrease,-8.23,2.5066666666666664,Decrease,24.330000000000005,15.313333333333334,High increase,0.09,0.03,High increase,11.069999999999997,29.71666666666667,High increase,86013.99000000002,79264.25,0
45.0,KUSHI NAGAR,22652,208869,26847,612270,12752,450551,11439,516573,10605,588658,8866,582884,6867,518505,18196,1628306,5491,549100,43,4390,0,0,0,0,0,0,0,0,123758,5660106,2024,14,,-139.58,0.0,0.0,0.0,19735.65,0.0,19596.07,13004.58,873.36,4876.17,38.73,706.13,2.61,708.74,19501.58,99.52,94.49,21.16,1.86,59.93,0.15,83.1,,,,,,-6095.0,29580.33333333333,Decrease,-82658.0,288717.6666666667,Decrease,-3410.0,28540.33333333333,Stable,-102427.0,663201.0,Stable,-1701.0,13481.0,Stable,-61334.0,476748.6666666667,Stable,-2011.0,12178.666666666666,Stable,-88871.0,548920.0,Stable,525.0,9978.0,Slight increase,30767.0,553287.0,Slight increase,527.0,8475.333333333334,Slight increase,36768.0,554893.0,Slight increase,671.0,6164.333333333333,High increase,50849.0,465395.6666666667,High increase,4246.0,14328.0,High increase,356863.0,1291625.3333333333,High increase,-755.0,7156.0,Decrease,-75500.0,715600.0,Decrease,-6.0,31.33333333333333,High increase,-568.0,3183.333333333333,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-8009.0,129913.33333333331,Stable,63889.0,5561571.666666667,Slight increase,,,No trend yet,-36.69000000000001,-88.14666666666669,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-1592.6399999999994,18585.923333333336,Slight increase,-0.09,0.03,Decrease,19596.07,6532.0233333333335,High increase,13004.58,4334.86,High increase,873.36,291.12,High increase,4876.17,1625.39,High increase,-21186.76,11978.693333333336,Decrease,706.13,235.3766666666667,High increase,-11866.18,7582.350000000001,Decrease,-4.17999999999995,571.6733333333333,High increase,11957.170000000002,9942.786666666669,High increase,65.84,47.56,High increase,-887.99,592.0600000000001,Decrease,5.17,12.480000000000002,High increase,-996.61,566.6066666666667,Decrease,-21098.33,11959.513333333334,Decrease,-99.53,66.58333333333333,Decrease,15.86999999999999,53.94333333333333,High increase,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,79264.25,,0
46.0,LALITPUR,12976,128513,13463,313587,6004,213448,6605,301527,5256,296628,3844,254269,4383,327823,16245,1503299,7348,734800,0,0,0,0,0,0,0,0,0,0,76124,4073894,2020,15,,-1.28,0.0,0.0,0.0,10725.53,0.0,0.0,0.0,0.0,0.0,10724.25,0.0,7555.22,274.09,2359.98,231.38,297.32,0.19,297.51,10718.19,99.94,6.06,7.05,2.18,0.11,0.02,9.36,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,,,No trend yet,43307.1,55967.06,0
46.0,LALITPUR,22680,214877,21408,501688,9916,354132,9009,409948,7506,416288,6195,406351,4974,374934,6875,609020,16775,1677500,1,107,0,0,0,0,0,0,0,0,105339,4964845,2021,15,,-18.72,0.0,0.0,0.0,13907.85,0.0,0.0,0.0,0.0,0.0,13889.12,0.0,9963.29,257.54,3109.79,278.07,280.53,0.0,280.53,13889.21,100.0,-0.09,9.02,0.63,4.99,0.33,14.97,9704.0,,No trend yet,86364.0,,No trend yet,7945.0,,No trend yet,188101.0,,No trend yet,3912.0,,No trend yet,140684.0,,No trend yet,2404.0,,No trend yet,108421.0,,No trend yet,2250.0,,No trend yet,119660.0,,No trend yet,2351.0,,No trend yet,152082.0,,No trend yet,591.0,,No trend yet,47111.0,,No trend yet,-9370.0,,No trend yet,-894279.0,,No trend yet,9427.0,,No trend yet,942700.0,,No trend yet,1.0,,No trend yet,107.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,29215.0,,No trend yet,890951.0,,No trend yet,,,No trend yet,-17.439999999999998,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,3182.32,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,0.0,,No trend yet,3164.870000000001,,No trend yet,0.0,,No trend yet,2408.0700000000006,,No trend yet,-16.549999999999955,,No trend yet,749.81,,No trend yet,46.69,,No trend yet,-16.79000000000002,,No trend yet,-0.19,,No trend yet,-16.980000000000018,,No trend yet,3171.0199999999986,,No trend yet,0.0600000000000022,,No trend yet,-6.15,,No trend yet,1.97,,No trend yet,-1.5500000000000005,,No trend yet,4.88,,No trend yet,0.31,,No trend yet,5.610000000000001,,No trend yet,55967.06,49281.130000000005,0
47.0,LALITPUR,23345,191309,17194,398275,6833,243297,6569,295622,6018,335235,6109,396817,4136,311861,6843,611659,20468,2046800,3,307,0,0,0,0,0,0,0,0,97518,4831182,2022,15,,-29.96,0.0,0.0,0.0,12235.42,0.0,0.0,0.0,0.0,0.0,12205.46,0.0,9780.13,203.46,1669.0,191.57,338.06,0.43,338.49,12182.64,99.81,22.82,14.44,4.84,2.32,0.3,21.9,665.0,19667.0,High increase,-23568.0,178233.0,Slight increase,-4214.0,17355.0,Stable,-103413.0,404516.6666666667,Stable,-3083.0,7584.333333333333,Stable,-110835.0,270292.3333333333,Stable,-2440.0,7394.333333333333,Decrease,-114326.0,335699.0,Decrease,-1488.0,6260.0,Stable,-81053.0,349383.6666666667,Stable,-86.0,5382.666666666667,High increase,-9534.0,352479.0,High increase,-838.0,4497.666666666667,Stable,-63073.0,338206.0,Stable,-32.0,9987.666666666666,Decrease,2639.0,907992.6666666666,Decrease,3693.0,14863.666666666666,High increase,369300.0,1486366.6666666667,High increase,2.0,1.3333333333333333,High increase,200.0,138.0,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-7821.0,92993.66666666669,Slight increase,-133663.0,4623307.0,Slight increase,,,No trend yet,-11.240000000000002,-16.653333333333332,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-1672.4300000000003,12289.6,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-1683.6600000000017,12272.943333333336,Stable,0.0,0.0,Stable,-183.16000000000167,9099.546666666669,Slight increase,-54.08000000000001,245.03,Decrease,-1440.79,2379.59,Decrease,-86.5,233.6733333333333,Decrease,57.53000000000003,305.30333333333334,High increase,0.43,0.2066666666666666,High increase,57.96000000000004,305.51,High increase,-1706.5699999999997,12263.346666666666,Stable,-0.1899999999999977,99.91666666666669,Stable,22.91,9.596666666666666,High increase,5.42,10.17,High increase,4.21,2.5500000000000003,High increase,-2.6700000000000004,2.473333333333333,Stable,-0.03,0.2166666666666666,High increase,6.929999999999998,15.409999999999998,High increase,49281.130000000005,65895.51,0
47.0,LALITPUR,23027,190182,17902,412486,7637,271421,6960,314258,6165,341562,4866,319140,4116,310762,7962,720972,14594,1459400,104,10664,0,0,0,0,0,0,0,0,93333,4350847,2023,15,,-74.81,0.0,0.0,0.0,16394.52,0.0,0.0,0.0,0.0,0.0,16319.71,0.0,9251.98,440.96,5557.96,664.44,407.95,32.11,440.06,16355.39,100.22,-35.68,4.32,1.65,13.18,1.2,20.35,-318.0,23017.33333333333,Slight increase,-1127.0,198789.3333333333,Stable,708.0,18834.666666666668,Stable,14211.0,437483.0,Stable,804.0,8128.666666666667,Stable,28124.0,289616.6666666667,Stable,391.0,7512.666666666667,Stable,18636.0,339942.6666666667,Stable,147.0,6563.0,Stable,6327.0,364361.6666666667,Stable,-1243.0,5723.333333333333,Decrease,-77677.0,374102.6666666667,Decrease,-20.0,4408.666666666667,Stable,-1099.0,332519.0,Stable,1119.0,7226.666666666667,High increase,109313.0,647217.0,High increase,-5874.0,17279.0,Decrease,-587400.0,1727900.0,Decrease,101.0,36.0,High increase,10357.0,3692.6666666666665,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,-4185.0,98730.0,Stable,-480335.0,4715624.666666667,Stable,,,No trend yet,-44.85,-41.16333333333333,Decrease,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,4159.1,14179.263333333334,High increase,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,0.0,0.0,Stable,4114.25,14138.096666666666,High increase,0.0,0.0,Stable,-528.1499999999996,9665.133333333331,Stable,237.5,300.65333333333336,High increase,3888.96,3445.583333333333,High increase,472.87000000000006,378.0266666666666,High increase,69.88999999999999,342.18,High increase,31.68,10.846666666666666,High increase,101.57,353.02666666666664,High increase,4172.75,14142.413333333332,High increase,0.4099999999999966,100.01,Slight increase,-58.5,-4.316666666666666,Decrease,-10.12,9.26,Decrease,-3.19,2.373333333333333,Decrease,10.86,6.829999999999999,High increase,0.8999999999999999,0.61,High increase,-1.5499999999999972,19.07333333333333,Slight increase,65895.51,66907.58,0
